ID,Year,Semester,Course Number,Gender,AS,StudentsGrade,InstructorsGrade,Difference
21C26,2016,Spring,192,1,test3,80,82,2
13A22,2016,Fall,Math1113,0,Quiz1,81,82,1
13A22,2016,Fall,Math1113,0,Quiz4,81,82,1
13A22,2016,Fall,Math1113,0,Test1,81,82,1
21B11,2016,Spring,192,1,final,84,82,-2
11C6,2016,Spring,Math 2470,0,final,85,82,-3
11C17,2016,Spring,Math 2470,1,test3,85,82,-3
13B8,2016,Fall,Math3650,1,Quiz7,86,82,-4
21A1,2016,Spring,191,0,final,88,82,-6
23A8,2016,Fall,MAT192,0,Final,89,82,-7
31B23,2016,Spring,MATH 2204,0,test1,90,82,-8
41A34,2016,Spring,MATH1120,0,test1,90,82,-8
13A21,2016,Fall,Math1113,0,Final,92,82,-10
21C14,2016,Spring,192,0,test3,93,82,-11
41A09,2016,Spring,MATH1101,1,test1,94,82,-12
31A02,2016,Spring,MATH 2204,0,Final,95,82,-13
21D8,2016,Spring,320,1,test2,95,82,-13
31A15,2016,Spring,MATH 2204,1,Final,95,82,-13
41A09,2016,Spring,MATH1101,1,test2,95,82,-13
41A08,2016,Spring,MATH1101,0,test1,97,82,-15
23A3,2016,Fall,MAT192,1,Final,100,82,-18
21B15,2016,Spring,192,1,final,100,82,-18
41A29,2016,Spring,MATH1120,1,test3,100,82,-18
13D1,2016,Fall,Math1111,0,Quiz3,60,83,23
13D2,2016,Fall,Math1111,0,Quiz6,60,83,23
13D2,2016,Fall,Math1111,0,Quiz7,60,83,23
13D2,2016,Fall,Math1111,0,Test3,60,83,23
21C8,2016,Spring,192,0,test1,70,83,13
13B21,2016,Fall,Math3650,1,Quiz2,70,83,13
13B21,2016,Fall,Math3650,1,Quiz5,70,83,13
13B26,2016,Fall,Math3650,1,Test2,70,83,13
11A13,2016,Spring,Math 1111,1,Quiz2,70,83,13
21B14,2016,Spring,192,0,test1,73,83,10
41A34,2016,Spring,MATH1120,0,Final,73,83,10
11A2,2016,Spring,Math 1111,0,Quiz2,75,83,8
21D15,2016,Spring,320,1,test2,75,83,8
13A22,2016,Fall,Math1113,0,Final,80,83,3
13D4,2016,Fall,Math1111,0,Quiz4,80,83,3
13D4,2016,Fall,Math1111,0,Quiz5,80,83,3
13D4,2016,Fall,Math1111,0,Test2,80,83,3
11A4,2016,Spring,Math 1111,0,Quiz5,80,83,3
11A6,2016,Spring,Math 1111,0,Test1,80,83,3
13D7,2016,Fall,Math1111,1,Final,80,83,3
13D7,2016,Fall,Math1111,1,Quiz8,80,83,3
11A14,2016,Spring,Math 1111,1,Quiz2,80,83,3
21D16,2016,Spring,320,1,final,80,83,3
23A7,2016,Fall,MAT192,1,Final,81,83,2
11A12,2016,Spring,Math 1111,1,Test3,82,83,1
21B17,2016,Spring,192,1,test2,82,83,1
21B6,2016,Spring,192,1,test2,83,83,0
21A6,2016,Spring,191,0,final,84,83,-1
13B24,2016,Fall,Math3650,1,Quiz4,85,83,-2
13B27,2016,Fall,Math3650,1,Test1,85,83,-2
13B8,2016,Fall,Math3650,1,Quiz1,85,83,-2
41A38,2016,Spring,MATH3315,1,test1,85,83,-2
41A23,2016,Spring,MATH1120,1,test3,87,83,-4
13B1,2016,Fall,Math3650,0,Quiz4,90,83,-7
13B13,2016,Fall,Math3650,0,Quiz7,90,83,-7
13B14,2016,Fall,Math3650,0,Quiz8,90,83,-7
13B15,2016,Fall,Math3650,0,Test1,90,83,-7
13B16,2016,Fall,Math3650,0,Quiz1,90,83,-7
11A1,2016,Spring,Math 1111,0,Quiz1,90,83,-7
31B10,2016,Spring,MATH 2204,0,test1,90,83,-7
13B13,2016,Fall,Math3650,0,Quiz8,92,83,-9
13B22,2016,Fall,Math3650,1,Quiz4,92,83,-9
13B26,2016,Fall,Math3650,1,Test1,92,83,-9
13B6,2016,Fall,Math3650,1,Quiz1,92,83,-9
41A11,2016,Spring,MATH1101,0,test2,93,83,-10
21C11,2016,Spring,192,1,test2,93,83,-10
41A02,2016,Spring,MATH1101,1,Final,94,83,-11
21B12,2016,Spring,192,1,test3,98,83,-15
11C3,2016,Spring,Math 2470,0,test4,53,84,31
13D8,2016,Fall,Math1111,1,Final,60,84,24
13D8,2016,Fall,Math1111,1,Quiz8,60,84,24
31B21,2016,Spring,MATH 2204,1,FINAL,75,84,9
13D3,2016,Fall,Math1111,0,Quiz6,76,84,8
13D3,2016,Fall,Math1111,0,Quiz7,76,84,8
13D3,2016,Fall,Math1111,0,Test3,76,84,8
41A22,2016,Spring,MATH1120,1,test2,76,84,8
13B1,2016,Fall,Math3650,0,Quiz8,78,84,6
21D11,2016,Spring,320,1,test2,78,84,6
31B23,2016,Spring,MATH 2204,0,test2,80,84,4
13B6,2016,Fall,Math3650,1,Quiz6,80,84,4
13B6,2016,Fall,Math3650,1,Test3,80,84,4
13D7,2016,Fall,Math1111,1,Quiz3,80,84,4
13D8,2016,Fall,Math1111,1,Quiz6,80,84,4
13D8,2016,Fall,Math1111,1,Quiz7,80,84,4
13D8,2016,Fall,Math1111,1,Test3,80,84,4
13A5,2016,Fall,Math1113,0,Quiz6,82,84,2
13A5,2016,Fall,Math1113,0,Test3,82,84,2
21C23,2016,Spring,192,0,final,82,84,2
11A16,2016,Spring,Math 1111,1,Quiz5,82,84,2
13A5,2016,Fall,Math1113,0,Quiz2,84,84,0
13A5,2016,Fall,Math1113,0,Quiz5,84,84,0
13A5,2016,Fall,Math1113,0,Test2,84,84,0
23B8,2016,Fall,MAT192,1,Test2,84,84,0
41A25,2016,Spring,MATH1120,1,test3,84,84,0
31A19,2016,Spring,MATH 2204,0,test1,85,84,-1
21D7,2016,Spring,320,1,test2,85,84,-1
13D5,2016,Fall,Math1111,0,Quiz4,87,84,-3
13D5,2016,Fall,Math1111,0,Quiz5,87,84,-3
13D5,2016,Fall,Math1111,0,Test2,87,84,-3
41A33,2016,Spring,MATH1120,0,test3,87,84,-3
11C7,2016,Spring,Math 2470,1,test2,87,84,-3
13B15,2016,Fall,Math3650,0,Quiz3,88,84,-4
11C11,2016,Spring,Math 2470,1,final,88,84,-4
21B29,2016,Spring,192,1,test3,88,84,-4
21C12,2016,Spring,192,0,final,89,84,-5
31A10,2016,Spring,MATH 2204,0,Final,90,84,-6
31B08,2016,Spring,MATH 2204,0,FINAL,90,84,-6
31B08,2016,Spring,MATH 2204,0,test2,90,84,-6
13B6,2016,Fall,Math3650,1,Test3,90,84,-6
13B7,2016,Fall,Math3650,1,Quiz6,90,84,-6
21C4,2016,Spring,192,1,test2,90,84,-6
21C17,2016,Spring,192,1,final,91,84,-7
13B24,2016,Fall,Math3650,1,Quiz1,93,84,-9
13B27,2016,Fall,Math3650,1,Quiz4,93,84,-9
13B27,2016,Fall,Math3650,1,Quiz6,93,84,-9
13B6,2016,Fall,Math3650,1,Test1,93,84,-9
13B6,2016,Fall,Math3650,1,Test3,93,84,-9
21D2,2016,Spring,320,0,test3,95,84,-11
23B13,2016,Fall,MAT192,0,Final,98,84,-14
21A1,2016,Spring,191,0,test2,100,84,-16
11A16,2016,Spring,Math 1111,1,Quiz1,100,84,-16
13B7,2016,Fall,Math3650,1,Final,80,84.5,4.5
23A20,2016,Fall,MAT192,1,Test3,45,85,40
11C18,2016,Spring,Math 2470,1,test4,68,85,17
23A7,2016,Fall,MAT192,1,Test3,71,85,14
13B2,2016,Fall,Math3650,1,Quiz3,75,85,10
13B26,2016,Fall,Math3650,1,Quiz4,75,85,10
13B26,2016,Fall,Math3650,1,Test1,75,85,10
13B9,2016,Fall,Math3650,1,Quiz1,75,85,10
13B4,2016,Fall,Math3650,1,Quiz8,78,85,7
23A15,2016,Fall,MAT192,0,Quiz7,80,85,5
11C4,2016,Spring,Math 2470,0,test3,80,85,5
41A06,2016,Spring,MATH1101,0,test1,80,85,5
13B21,2016,Fall,Math3650,1,Quiz2,80,85,5
13B22,2016,Fall,Math3650,1,Quiz5,80,85,5
13B25,2016,Fall,Math3650,1,Quiz4,80,85,5
13B25,2016,Fall,Math3650,1,Test2,80,85,5
13B26,2016,Fall,Math3650,1,Test1,80,85,5
13B6,2016,Fall,Math3650,1,Quiz1,80,85,5
11C23,2016,Spring,Math 2470,1,test3,80,85,5
21C6,2016,Spring,192,0,final,82,85,3
41A33,2016,Spring,MATH1120,0,Final,84,85,1
13D8,2016,Fall,Math1111,1,Quiz3,85,85,0
13D9,2016,Fall,Math1111,1,Quiz6,85,85,0
13D9,2016,Fall,Math1111,1,Quiz7,85,85,0
13D9,2016,Fall,Math1111,1,Test3,85,85,0
11C12,2016,Spring,Math 2470,1,final,85,85,0
13A4,2016,Fall,Math1113,0,Quiz3,86,85,-1
21D16,2016,Spring,320,1,test2,86,85,-1
13A23,2016,Fall,Math1113,1,Final,87,85,-2
13A24,2016,Fall,Math1113,0,Quiz1,88,85,-3
13A24,2016,Fall,Math1113,0,Quiz4,88,85,-3
13A24,2016,Fall,Math1113,0,Test1,88,85,-3
13B12,2016,Fall,Math3650,0,Quiz4,90,85,-5
13B14,2016,Fall,Math3650,0,Test1,90,85,-5
13B17,2016,Fall,Math3650,0,Quiz1,90,85,-5
13D10,2016,Fall,Math1111,0,Quiz1,90,85,-5
13D10,2016,Fall,Math1111,0,Quiz2,90,85,-5
13B27,2016,Fall,Math3650,1,Final,90,85,-5
13D6,2016,Fall,Math1111,1,Quiz4,90,85,-5
13D6,2016,Fall,Math1111,1,Quiz5,90,85,-5
13D6,2016,Fall,Math1111,1,Test2,90,85,-5
41A02,2016,Spring,MATH1101,1,test2,91,85,-6
21C16,2016,Spring,192,0,final,93,85,-8
11A3,2016,Spring,Math 1111,0,Quiz2,95,85,-10
23A3,2016,Fall,MAT192,1,Test1,95,85,-10
21B11,2016,Spring,192,1,test2,98,85,-13
23A19,2016,Fall,MAT192,1,Quiz8,100,85,-15
21B6,2016,Spring,192,1,quiz4,100,85,-15
41A35,2016,Spring,MATH1120,1,test2,100,85,-15
13B6,2016,Fall,Math3650,1,Quiz2,60,86,26
13B6,2016,Fall,Math3650,1,Quiz5,60,86,26
13B9,2016,Fall,Math3650,1,Test2,60,86,26
13B6,2016,Fall,Math3650,1,Quiz6,64,86,22
13B8,2016,Fall,Math3650,1,Test3,64,86,22
13D10,2016,Fall,Math1111,0,Quiz4,70,86,16
13D10,2016,Fall,Math1111,0,Quiz5,70,86,16
13D10,2016,Fall,Math1111,0,Test2,70,86,16
13D4,2016,Fall,Math1111,0,Final,80,86,6
13D4,2016,Fall,Math1111,0,Quiz6,80,86,6
13D4,2016,Fall,Math1111,0,Quiz7,80,86,6
13D4,2016,Fall,Math1111,0,Quiz8,80,86,6
13D4,2016,Fall,Math1111,0,Test3,80,86,6
11A4,2016,Spring,Math 1111,0,Quiz2,80,86,6
13B7,2016,Fall,Math3650,1,Quiz8,80,86,6
13D9,2016,Fall,Math1111,1,Final,80,86,6
13D9,2016,Fall,Math1111,1,Quiz8,80,86,6
21B7,2016,Spring,192,1,test2,81,86,5
41A33,2016,Spring,MATH1120,0,test2,82,86,4
13D5,2016,Fall,Math1111,0,Quiz6,83,86,3
13D5,2016,Fall,Math1111,0,Quiz7,83,86,3
13D5,2016,Fall,Math1111,0,Test3,83,86,3
13B4,2016,Fall,Math3650,1,Quiz6,85,86,1
13B7,2016,Fall,Math3650,1,Test3,85,86,1
11A13,2016,Spring,Math 1111,1,Test3,85,86,1
11C16,2016,Spring,Math 2470,1,final,86,86,0
21D17,2016,Spring,320,1,test3,88,86,-2
41A39,2016,Spring,MATH3316,0,test1,89,86,-3
11C20,2016,Spring,Math 2470,1,test3,89,86,-3
13B15,2016,Fall,Math3650,0,Quiz8,90,86,-4
13A10,2016,Fall,Math1113,1,Quiz8,90,86,-4
13B6,2016,Fall,Math3650,1,Quiz3,90,86,-4
23A19,2016,Fall,MAT192,1,Final,90,86,-4
11C21,2016,Spring,Math 2470,1,final,90,86,-4
31B11,2016,Spring,MATH 2204,1,test1,90,86,-4
13B16,2016,Fall,Math3650,0,Quiz8,91,86,-5
21C14,2016,Spring,192,0,final,91,86,-5
13A14,2016,Fall,Math1113,1,Quiz7,93,86,-7
13A12,2016,Fall,Math1113,0,Quiz7,94,86,-8
13B26,2016,Fall,Math3650,1,Quiz7,94,86,-8
13B1,2016,Fall,Math3650,0,Quiz6,95,86,-9
13B1,2016,Fall,Math3650,0,Test3,95,86,-9
13B8,2016,Fall,Math3650,1,Quiz6,95,86,-9
13B9,2016,Fall,Math3650,1,Test3,95,86,-9
23B13,2016,Fall,MAT192,0,Test1,96,86,-10
31B15,2016,Spring,MATH 2204,1,test1,99,86,-13
11C15,2016,Spring,Math 2470,1,test2,82,86.5,4.5
13D11,2016,Fall,Math1111,0,Test1,65,87,22
21D6,2016,Spring,320,1,test2,67,87,20
13D10,2016,Fall,Math1111,0,Final,68,87,19
13D10,2016,Fall,Math1111,0,Quiz8,68,87,19
21A7,2016,Spring,191,1,final,69,87,18
13D10,2016,Fall,Math1111,0,Quiz3,73,87,14
13D10,2016,Fall,Math1111,0,Test1,73,87,14
13D11,2016,Fall,Math1111,0,Quiz1,73,87,14
13D11,2016,Fall,Math1111,0,Quiz2,73,87,14
13D5,2016,Fall,Math1111,0,Final,75,87,12
13D5,2016,Fall,Math1111,0,Quiz8,75,87,12
11C3,2016,Spring,Math 2470,0,test3,80,87,7
11C18,2016,Spring,Math 2470,1,test3,80,87,7
21C19,2016,Spring,192,0,test2,82,87,5
13B12,2016,Fall,Math3650,0,Quiz8,85,87,2
21C21,2016,Spring,192,1,final,86,87,1
11A14,2016,Spring,Math 1111,1,Test3,87,87,0
13B12,2016,Fall,Math3650,0,Quiz6,88,87,-1
13B14,2016,Fall,Math3650,0,Test3,88,87,-1
11A1,2016,Spring,Math 1111,0,Test3,90,87,-3
31A13,2016,Spring,MATH 2204,0,test1,90,87,-3
11C7,2016,Spring,Math 2470,1,final,90,87,-3
11C16,2016,Spring,Math 2470,1,test3,90,87,-3
21D1,2016,Spring,320,1,final,90,87,-3
13B21,2016,Fall,Math3650,1,Quiz1,92,87,-5
13B25,2016,Fall,Math3650,1,Test1,92,87,-5
13B26,2016,Fall,Math3650,1,Quiz4,92,87,-5
13B12,2016,Fall,Math3650,0,Quiz7,93,87,-6
11A2,2016,Spring,Math 1111,0,Test3,93,87,-6
21C10,2016,Spring,192,0,test3,95,87,-8
41A28,2016,Spring,MATH1120,0,test3,100,87,-13
13D1,2016,Fall,Math1111,0,Quiz6,39,88,49
13D1,2016,Fall,Math1111,0,Quiz7,39,88,49
13D1,2016,Fall,Math1111,0,Test3,39,88,49
13D11,2016,Fall,Math1111,0,Quiz3,39,88,49
21B6,2016,Spring,192,1,test1,70,88,18
11A15,2016,Spring,Math 1111,1,Quiz2,72,88,16
23A15,2016,Fall,MAT192,0,Final,78,88,10
11A1,2016,Spring,Math 1111,0,Quiz3,80,88,8
11A7,2016,Spring,Math 1111,0,Quiz3,80,88,8
31B16,2016,Spring,MATH 2204,0,FINAL,80,88,8
13A6,2016,Fall,Math1113,1,Quiz3,80,88,8
11A14,2016,Spring,Math 1111,1,Quiz3,80,88,8
21A5,2016,Spring,191,1,final,80,88,8
21B23,2016,Spring,192,1,final,80,88,8
31B21,2016,Spring,MATH 2204,1,test1,80,88,8
13A19,2016,Fall,Math1113,0,Quiz7,85,88,3
13D12,2016,Fall,Math1111,0,Quiz4,85,88,3
13D12,2016,Fall,Math1111,0,Quiz5,85,88,3
13D12,2016,Fall,Math1111,0,Test2,85,88,3
23B5,2016,Fall,MAT192,1,Test2,85,88,3
11C18,2016,Spring,Math 2470,1,final,85,88,3
13A4,2016,Fall,Math1113,0,Quiz1,86,88,2
13A4,2016,Fall,Math1113,0,Quiz4,86,88,2
13A4,2016,Fall,Math1113,0,Test1,86,88,2
11A5,2016,Spring,Math 1111,0,Quiz5,86,88,2
13B24,2016,Fall,Math3650,1,Quiz6,86,88,2
13B26,2016,Fall,Math3650,1,Test3,86,88,2
13D11,2016,Fall,Math1111,0,Quiz4,88,88,0
13D11,2016,Fall,Math1111,0,Quiz5,88,88,0
13D11,2016,Fall,Math1111,0,Test2,88,88,0
13B12,2016,Fall,Math3650,0,Final,90,88,-2
23A8,2016,Fall,MAT192,0,Test2,90,88,-2
21B7,2016,Spring,192,1,test3,91,88,-3
13D8,2016,Fall,Math1111,1,Test1,93,88,-5
13B26,2016,Fall,Math3650,1,Quiz3,95,88,-7
13B4,2016,Fall,Math3650,1,Final,95,88,-7
41A28,2016,Spring,MATH1120,0,test2,97,88,-9
21D2,2016,Spring,320,0,test2,100,88,-12
31A18,2016,Spring,MATH 2204,0,Final,100,88,-12
23B10,2016,Fall,MAT192,1,Test2,100,88,-12
21B5,2016,Spring,192,1,final,100,88,-12
41A25,2016,Spring,MATH1120,1,test1,100,88,-12
13A15,2016,Fall,Math1113,1,Quiz8,69,89,20
13B14,2016,Fall,Math3650,0,Quiz5,70,89,19
13B15,2016,Fall,Math3650,0,Quiz2,70,89,19
13B16,2016,Fall,Math3650,0,Test2,70,89,19
13D11,2016,Fall,Math1111,0,Final,70,89,19
13D11,2016,Fall,Math1111,0,Quiz8,70,89,19
13D12,2016,Fall,Math1111,0,Test1,70,89,19
31A12,2016,Spring,MATH 2204,0,quiz2,70,89,19
13D12,2016,Fall,Math1111,0,Final,80,89,9
13D12,2016,Fall,Math1111,0,Quiz8,80,89,9
31B19,2016,Spring,MATH 2204,0,test1,80,89,9
21C19,2016,Spring,192,0,final,82,89,7
41A14,2016,Spring,MATH1120,1,test1,84,89,5
13B7,2016,Fall,Math3650,1,Quiz7,85,89,4
21B16,2016,Spring,192,1,test2,87,89,2
21B21,2016,Spring,192,1,test2,87,89,2
13A2,2016,Fall,Math1113,0,Quiz7,88,89,1
13B2,2016,Fall,Math3650,1,Quiz4,88,89,1
13B25,2016,Fall,Math3650,1,Quiz1,88,89,1
13B6,2016,Fall,Math3650,1,Test1,88,89,1
21C24,2016,Spring,192,0,final,89,89,0
21C24,2016,Spring,192,0,test2,90,89,-1
31A19,2016,Spring,MATH 2204,0,quiz2,90,89,-1
31B08,2016,Spring,MATH 2204,0,quiz1,90,89,-1
13B7,2016,Fall,Math3650,1,Quiz3,90,89,-1
31B15,2016,Spring,MATH 2204,1,quiz1,90,89,-1
41A14,2016,Spring,MATH1120,1,test2,90,89,-1
13B6,2016,Fall,Math3650,1,Quiz3,91,89,-2
23A7,2016,Fall,MAT192,1,Test1,92,89,-3
13B9,2016,Fall,Math3650,1,Quiz7,93,89,-4
13B6,2016,Fall,Math3650,1,Quiz3,94,89,-5
13A7,2016,Fall,Math1113,0,Quiz6,95,89,-6
13A7,2016,Fall,Math1113,0,Test3,95,89,-6
21C1,2016,Spring,192,1,final,97,89,-8
21D2,2016,Spring,320,0,final,100,89,-11
31A02,2016,Spring,MATH 2204,0,quiz2,100,89,-11
31A11,2016,Spring,MATH 2204,0,quiz2,100,89,-11
31A18,2016,Spring,MATH 2204,0,test1,100,89,-11
31B09,2016,Spring,MATH 2204,0,quiz1,100,89,-11
31B12,2016,Spring,MATH 2204,0,quiz1,100,89,-11
31A14,2016,Spring,MATH 2204,1,quiz2,100,89,-11
31B04,2016,Spring,MATH 2204,1,quiz1,100,89,-11
31B13,2016,Spring,MATH 2204,1,quiz1,100,89,-11
21A7,2016,Spring,191,1,quiz3,40,90,50
21A7,2016,Spring,191,1,quiz7,40,90,50
23A18,2016,Fall,MAT192,0,Quiz8,50,90,40
13D10,2016,Fall,Math1111,0,Quiz6,54,90,36
13D10,2016,Fall,Math1111,0,Quiz7,54,90,36
13D10,2016,Fall,Math1111,0,Test3,54,90,36
11A9,2016,Spring,Math 1111,0,Quiz1,60,90,30
21B20,2016,Spring,192,0,quiz6,60,90,30
31A10,2016,Spring,MATH 2204,0,quiz1,60,90,30
31A12,2016,Spring,MATH 2204,0,quiz3,60,90,30
11C19,2016,Spring,Math 2470,1,final,67,90,23
13A16,2016,Fall,Math1113,1,Quiz8,68,90,22
23B11,2016,Fall,MAT192,0,Quiz8,70,90,20
23B4,2016,Fall,MAT192,0,Quiz1,70,90,20
11C5,2016,Spring,Math 2470,0,final,70,90,20
21A6,2016,Spring,191,0,quiz4,70,90,20
31A17,2016,Spring,MATH 2204,0,quiz3,70,90,20
23A10,2016,Fall,MAT192,1,Quiz7,70,90,20
23B7,2016,Fall,MAT192,1,Quiz1,70,90,20
11A16,2016,Spring,Math 1111,1,Test3,70,90,20
21C1,2016,Spring,192,1,quiz5,70,90,20
21C18,2016,Spring,192,1,quiz5,70,90,20
13B14,2016,Fall,Math3650,0,Quiz8,74,90,16
21C25,2016,Spring,192,1,quiz4,75,90,15
11C16,2016,Spring,Math 2470,1,test4,76,90,14
13D13,2016,Fall,Math1111,0,Final,77,90,13
13D13,2016,Fall,Math1111,0,Quiz8,77,90,13
21D15,2016,Spring,320,1,test1,77,90,13
13B14,2016,Fall,Math3650,0,Quiz1,80,90,10
13B14,2016,Fall,Math3650,0,Quiz4,80,90,10
13B14,2016,Fall,Math3650,0,Quiz4,80,90,10
13B15,2016,Fall,Math3650,0,Quiz1,80,90,10
13B16,2016,Fall,Math3650,0,Test1,80,90,10
13B17,2016,Fall,Math3650,0,Test1,80,90,10
23A18,2016,Fall,MAT192,0,Quiz7,80,90,10
23B4,2016,Fall,MAT192,0,Quiz7,80,90,10
21A3,2016,Spring,191,0,quiz4,80,90,10
21C15,2016,Spring,192,0,quiz5,80,90,10
31A17,2016,Spring,MATH 2204,0,quiz1,80,90,10
13D7,2016,Fall,Math1111,1,Quiz4,80,90,10
13D7,2016,Fall,Math1111,1,Quiz5,80,90,10
13D7,2016,Fall,Math1111,1,Quiz6,80,90,10
13D7,2016,Fall,Math1111,1,Quiz7,80,90,10
13D7,2016,Fall,Math1111,1,Test2,80,90,10
13D7,2016,Fall,Math1111,1,Test3,80,90,10
13D8,2016,Fall,Math1111,1,Quiz1,80,90,10
13D8,2016,Fall,Math1111,1,Quiz2,80,90,10
13D9,2016,Fall,Math1111,1,Quiz3,80,90,10
13D9,2016,Fall,Math1111,1,Test1,80,90,10
11C20,2016,Spring,Math 2470,1,test4,80,90,10
21B18,2016,Spring,192,1,quiz1,80,90,10
21B21,2016,Spring,192,1,quiz1,80,90,10
21B8,2016,Spring,192,1,quiz4,80,90,10
21C11,2016,Spring,192,1,quiz5,80,90,10
21C17,2016,Spring,192,1,quiz5,80,90,10
31B04,2016,Spring,MATH 2204,1,test2,80,90,10
21D11,2016,Spring,320,1,test1,81,90,9
13B12,2016,Fall,Math3650,0,Quiz3,85,90,5
13D14,2016,Fall,Math1111,0,Final,85,90,5
13D14,2016,Fall,Math1111,0,Quiz8,85,90,5
11A3,2016,Spring,Math 1111,0,Test3,86,90,4
11A15,2016,Spring,Math 1111,1,Quiz3,88,90,2
21C1,2016,Spring,192,1,test2,88,90,2
13B21,2016,Fall,Math3650,1,Quiz3,89,90,1
13B26,2016,Fall,Math3650,1,Quiz7,89,90,1
23B13,2016,Fall,MAT192,0,Quiz3,90,90,0
21A3,2016,Spring,191,0,quiz6,90,90,0
21A6,2016,Spring,191,0,quiz1,90,90,0
21B27,2016,Spring,192,0,quiz1,90,90,0
21B3,2016,Spring,192,0,quiz4,90,90,0
21C12,2016,Spring,192,0,quiz5,90,90,0
21C22,2016,Spring,192,0,quiz5,90,90,0
21C24,2016,Spring,192,0,quiz4,90,90,0
31A10,2016,Spring,MATH 2204,0,quiz3,90,90,0
31B03,2016,Spring,MATH 2204,0,test1,90,90,0
31B14,2016,Spring,MATH 2204,0,test1,90,90,0
13B22,2016,Fall,Math3650,1,Quiz2,90,90,0
13B24,2016,Fall,Math3650,1,Test2,90,90,0
13B25,2016,Fall,Math3650,1,Quiz2,90,90,0
13B26,2016,Fall,Math3650,1,Quiz2,90,90,0
13B26,2016,Fall,Math3650,1,Quiz5,90,90,0
13B26,2016,Fall,Math3650,1,Quiz5,90,90,0
13B4,2016,Fall,Math3650,1,Quiz5,90,90,0
13B6,2016,Fall,Math3650,1,Test2,90,90,0
13B6,2016,Fall,Math3650,1,Test2,90,90,0
11C22,2016,Spring,Math 2470,1,final,90,90,0
21C4,2016,Spring,192,1,quiz5,90,90,0
41A04,2016,Spring,MATH1101,1,test1,90,90,0
41A25,2016,Spring,MATH1120,1,Final,91,90,-1
41A38,2016,Spring,MATH3319,1,test2,91,90,-1
13B13,2016,Fall,Math3650,0,Quiz3,92,90,-2
11C10,2016,Spring,Math 2470,1,test2,92,90,-2
13B1,2016,Fall,Math3650,0,Test2,93,90,-3
13B13,2016,Fall,Math3650,0,Quiz5,93,90,-3
13B17,2016,Fall,Math3650,0,Quiz2,93,90,-3
11C14,2016,Spring,Math 2470,1,final,93,90,-3
41A04,2016,Spring,MATH1101,1,Final,93,90,-3
13B15,2016,Fall,Math3650,0,Final,95,90,-5
13B26,2016,Fall,Math3650,1,Quiz2,95,90,-5
13B6,2016,Fall,Math3650,1,Quiz5,95,90,-5
13B6,2016,Fall,Math3650,1,Test2,95,90,-5
21B23,2016,Spring,192,1,test3,96,90,-6
21D9,2016,Spring,320,1,test1,96,90,-6
13A23,2016,Fall,Math1113,1,Quiz2,97,90,-7
13A23,2016,Fall,Math1113,1,Quiz5,97,90,-7
13A23,2016,Fall,Math1113,1,Test2,97,90,-7
11A4,2016,Spring,Math 1111,0,Test3,98,90,-8
11A10,2016,Spring,Math 1111,0,Quiz1,100,90,-10
11A11,2016,Spring,Math 1111,0,Quiz1,100,90,-10
21A2,2016,Spring,191,0,quiz8,100,90,-10
21B19,2016,Spring,192,0,quiz6,100,90,-10
21B20,2016,Spring,192,0,quiz4,100,90,-10
21B20,2016,Spring,192,0,quiz5,100,90,-10
21C10,2016,Spring,192,0,quiz1,100,90,-10
21C13,2016,Spring,192,0,quiz4,100,90,-10
21C19,2016,Spring,192,0,quiz2,100,90,-10
21C2,2016,Spring,192,0,quiz1,100,90,-10
21C23,2016,Spring,192,0,quiz5,100,90,-10
21C5,2016,Spring,192,0,quiz4,100,90,-10
31A01,2016,Spring,MATH 2204,0,quiz2,100,90,-10
31A09,2016,Spring,MATH 2204,0,quiz1,100,90,-10
23A10,2016,Fall,MAT192,1,Quiz1,100,90,-10
23B10,2016,Fall,MAT192,1,Quiz7,100,90,-10
23B10,2016,Fall,MAT192,1,Final,100,90,-10
23B2,2016,Fall,MAT192,1,Quiz4,100,90,-10
23B5,2016,Fall,MAT192,1,Quiz1,100,90,-10
23B5,2016,Fall,MAT192,1,Quiz5,100,90,-10
23B8,2016,Fall,MAT192,1,Quiz4,100,90,-10
21A4,2016,Spring,191,1,quiz8,100,90,-10
21A4,2016,Spring,191,1,quiz9,100,90,-10
21B15,2016,Spring,192,1,quiz6,100,90,-10
21B18,2016,Spring,192,1,quiz5,100,90,-10
21C1,2016,Spring,192,1,quiz3,100,90,-10
21C18,2016,Spring,192,1,test3,100,90,-10
21C20,2016,Spring,192,1,quiz1,100,90,-10
21C20,2016,Spring,192,1,quiz5,100,90,-10
21C25,2016,Spring,192,1,quiz1,100,90,-10
21C26,2016,Spring,192,1,quiz4,100,90,-10
21C3,2016,Spring,192,1,quiz4,100,90,-10
21D1,2016,Spring,320,1,quiz3,100,90,-10
21D9,2016,Spring,320,1,quiz3,100,90,-10
41A07,2016,Spring,MATH1101,1,test1,92,90.5,-1.5
23A2,2016,Fall,MAT192,1,Test3,65,91,26
13D11,2016,Fall,Math1111,0,Quiz6,70,91,21
13D11,2016,Fall,Math1111,0,Quiz7,70,91,21
13D11,2016,Fall,Math1111,0,Test3,70,91,21
13D12,2016,Fall,Math1111,0,Quiz3,70,91,21
13B24,2016,Fall,Math3650,1,Test1,71,91,20
13B6,2016,Fall,Math3650,1,Quiz1,71,91,20
13B8,2016,Fall,Math3650,1,Quiz4,71,91,20
