ID,Year,Semester,Course Number,Gender,AS,StudentsGrade,InstructorsGrade,Difference
13B26,2016,Fall,Math3650,1,Quiz8,75,91,16
41A30,2016,Spring,MATH1120,1,test3,75,91,16
11A6,2016,Spring,Math 1111,0,Quiz5,80,91,11
11C7,2016,Spring,Math 2470,1,test3,80,91,11
41A30,2016,Spring,MATH1120,1,Final,82,91,9
13B26,2016,Fall,Math3650,1,Quiz8,83,91,8
13A13,2016,Fall,Math1113,0,Quiz3,84,91,7
13A3,2016,Fall,Math1113,1,Quiz7,84,91,7
13B21,2016,Fall,Math3650,1,Quiz7,86,91,5
13B2,2016,Fall,Math3650,1,Quiz7,88,91,3
13B26,2016,Fall,Math3650,1,Final,88,91,3
11A7,2016,Spring,Math 1111,0,Quiz5,89,91,2
13B14,2016,Fall,Math3650,0,Test3,90,91,1
13B17,2016,Fall,Math3650,0,Quiz6,90,91,1
11A5,2016,Spring,Math 1111,0,Test3,90,91,1
21D7,2016,Spring,320,1,test1,90,91,1
31C03,2016,Spring,MATH 2222,1,FINAL,90,91,1
13B25,2016,Fall,Math3650,1,Quiz8,92,91,-1
11C8,2016,Spring,Math 2470,1,final,92,91,-1
11C23,2016,Spring,Math 2470,1,final,93,91,-2
21B1,2016,Spring,192,0,test2,94,91,-3
41A34,2016,Spring,MATH1120,0,test2,95,91,-4
21C5,2016,Spring,192,0,test2,96,91,-5
13A24,2016,Fall,Math1113,0,Final,100,91,-9
11A8,2016,Spring,Math 1111,0,Quiz3,100,91,-9
13D8,2016,Fall,Math1111,1,Quiz4,100,91,-9
13D8,2016,Fall,Math1111,1,Quiz5,100,91,-9
13D8,2016,Fall,Math1111,1,Test2,100,91,-9
13D9,2016,Fall,Math1111,1,Quiz1,100,91,-9
13D9,2016,Fall,Math1111,1,Quiz2,100,91,-9
11C4,2016,Spring,Math 2470,0,test2,60,91.5,31.5
11C20,2016,Spring,Math 2470,1,test2,83,91.5,8.5
11A12,2016,Spring,Math 1111,1,Quiz1,60,92,32
31B10,2016,Spring,MATH 2204,0,FINAL,70,92,22
13B4,2016,Fall,Math3650,1,Quiz7,74,92,18
13A3,2016,Fall,Math1113,1,Quiz8,75,92,17
11A6,2016,Spring,Math 1111,0,Test3,76,92,16
13D13,2016,Fall,Math1111,0,Quiz4,80,92,12
13D13,2016,Fall,Math1111,0,Quiz5,80,92,12
13D13,2016,Fall,Math1111,0,Test2,80,92,12
31B19,2016,Spring,MATH 2204,0,FINAL,80,92,12
13A13,2016,Fall,Math1113,0,Quiz8,81,92,11
21B21,2016,Spring,192,1,final,81,92,11
13D15,2016,Fall,Math1111,0,Final,85,92,7
13D15,2016,Fall,Math1111,0,Quiz8,85,92,7
13A14,2016,Fall,Math1113,1,Quiz6,87,92,5
13A14,2016,Fall,Math1113,1,Test3,87,92,5
13B22,2016,Fall,Math3650,1,Quiz1,89,92,3
13B26,2016,Fall,Math3650,1,Quiz4,89,92,3
13B6,2016,Fall,Math3650,1,Test1,89,92,3
13A13,2016,Fall,Math1113,0,Quiz6,90,92,2
13A13,2016,Fall,Math1113,0,Test3,90,92,2
21B26,2016,Spring,192,0,test2,90,92,2
13D6,2016,Fall,Math1111,1,Final,90,92,2
13D6,2016,Fall,Math1111,1,Quiz8,90,92,2
11C13,2016,Spring,Math 2470,1,final,90,92,2
11C9,2016,Spring,Math 2470,1,test2,90,92,2
11C13,2016,Spring,Math 2470,1,test2,90,92,2
21B11,2016,Spring,192,1,test3,90,92,2
31B11,2016,Spring,MATH 2204,1,FINAL,90,92,2
41A04,2016,Spring,MATH1101,1,test2,90,92,2
13A19,2016,Fall,Math1113,0,Quiz3,91,92,1
13B1,2016,Fall,Math3650,0,Test1,91,92,1
13B12,2016,Fall,Math3650,0,Quiz1,91,92,1
13B14,2016,Fall,Math3650,0,Quiz4,91,92,1
13B6,2016,Fall,Math3650,1,Quiz3,91,92,1
13D12,2016,Fall,Math1111,0,Quiz1,93,92,-1
13D12,2016,Fall,Math1111,0,Quiz2,93,92,-1
13D13,2016,Fall,Math1111,0,Quiz3,93,92,-1
13D13,2016,Fall,Math1111,0,Test1,93,92,-1
13B4,2016,Fall,Math3650,1,Quiz3,93,92,-1
13B15,2016,Fall,Math3650,0,Quiz7,94,92,-2
13B6,2016,Fall,Math3650,1,Quiz8,94,92,-2
13D12,2016,Fall,Math1111,0,Quiz6,95,92,-3
13D12,2016,Fall,Math1111,0,Quiz7,95,92,-3
13D12,2016,Fall,Math1111,0,Test3,95,92,-3
23A14,2016,Fall,MAT192,0,Test2,95,92,-3
21C10,2016,Spring,192,0,test1,95,92,-3
11A17,2016,Spring,Math 1111,1,Test3,96,92,-4
21C16,2016,Spring,192,0,test2,97,92,-5
13B6,2016,Fall,Math3650,1,Quiz7,98,92,-6
21C18,2016,Spring,192,1,test2,100,92,-8
31B07,2016,Spring,MATH 2204,1,test1,100,92,-8
41A26,2016,Spring,MATH1120,1,test2,100,92,-8
41A29,2016,Spring,MATH1120,1,test1,100,92,-8
41A29,2016,Spring,MATH1120,1,test2,100,92,-8
41A36,2016,Spring,MATH3321,1,Final,100,92,-8
11A1,2016,Spring,Math 1111,0,Test2,75,93,18
13B2,2016,Fall,Math3650,1,Test2,75,93,18
13B7,2016,Fall,Math3650,1,Quiz2,75,93,18
13B8,2016,Fall,Math3650,1,Quiz5,75,93,18
11C21,2016,Spring,Math 2470,1,test3,75,93,18
11A14,2016,Spring,Math 1111,1,Test2,76,93,17
21B13,2016,Spring,192,1,test2,78,93,15
23A12,2016,Fall,MAT192,0,Test2,80,93,13
13B24,2016,Fall,Math3650,1,Final,80,93,13
11C10,2016,Spring,Math 2470,1,test3,80,93,13
13B12,2016,Fall,Math3650,0,Test3,85,93,8
13B16,2016,Fall,Math3650,0,Quiz6,85,93,8
21B21,2016,Spring,192,1,test1,85,93,8
13B21,2016,Fall,Math3650,1,Final,90,93,3
23A19,2016,Fall,MAT192,1,Test2,90,93,3
11C11,2016,Spring,Math 2470,1,test3,90,93,3
11C14,2016,Spring,Math 2470,1,test3,90,93,3
21C2,2016,Spring,192,0,test1,91,93,2
13A2,2016,Fall,Math1113,0,Quiz3,92,93,1
13B17,2016,Fall,Math3650,0,Quiz3,93,93,0
13B21,2016,Fall,Math3650,1,Final,93,93,0
23A12,2016,Fall,MAT192,0,Final,94,93,-1
13D13,2016,Fall,Math1111,0,Quiz1,95,93,-2
13D13,2016,Fall,Math1111,0,Quiz2,95,93,-2
13D14,2016,Fall,Math1111,0,Quiz3,95,93,-2
13D14,2016,Fall,Math1111,0,Test1,95,93,-2
21A6,2016,Spring,191,0,test2,95,93,-2
13B26,2016,Fall,Math3650,1,Quiz1,95,93,-2
13B6,2016,Fall,Math3650,1,Quiz4,95,93,-2
13B9,2016,Fall,Math3650,1,Test1,95,93,-2
11C13,2016,Spring,Math 2470,1,test3,95,93,-2
41A26,2016,Spring,MATH1120,1,test3,98,93,-5
21C14,2016,Spring,192,0,test2,100,93,-7
21B12,2016,Spring,192,1,test2,100,93,-7
21B15,2016,Spring,192,1,test1,100,93,-7
11C4,2016,Spring,Math 2470,0,test4,68,94,26
13D15,2016,Fall,Math1111,0,Test1,75,94,19
23A5,2016,Fall,MAT192,0,Final,79,94,15
13D13,2016,Fall,Math1111,0,Quiz6,80,94,14
13D13,2016,Fall,Math1111,0,Quiz7,80,94,14
13D13,2016,Fall,Math1111,0,Test3,80,94,14
13D14,2016,Fall,Math1111,0,Quiz1,80,94,14
13D14,2016,Fall,Math1111,0,Quiz2,80,94,14
13D14,2016,Fall,Math1111,0,Quiz4,80,94,14
13D14,2016,Fall,Math1111,0,Quiz5,80,94,14
13D14,2016,Fall,Math1111,0,Test2,80,94,14
13D16,2016,Fall,Math1111,0,Final,80,94,14
13D16,2016,Fall,Math1111,0,Quiz8,80,94,14
11A9,2016,Spring,Math 1111,0,Quiz3,80,94,14
11A13,2016,Spring,Math 1111,1,Quiz1,80,94,14
41A30,2016,Spring,MATH1120,1,test1,80,94,14
31B24,2016,Spring,MATH 2204,0,test1,85,94,9
11A16,2016,Spring,Math 1111,1,Quiz3,85,94,9
21C17,2016,Spring,192,1,test1,87,94,7
13B14,2016,Fall,Math3650,0,Quiz6,88,94,6
13B14,2016,Fall,Math3650,0,Test3,88,94,6
13B14,2016,Fall,Math3650,0,Quiz7,89,94,5
21C19,2016,Spring,192,0,test1,89,94,5
31B09,2016,Spring,MATH 2204,0,FINAL,90,94,4
13A14,2016,Fall,Math1113,1,Quiz3,90,94,4
21B5,2016,Spring,192,1,test3,90,94,4
41A34,2016,Spring,MATH1120,0,test3,93,94,1
13B14,2016,Fall,Math3650,0,Quiz3,94,94,0
13B12,2016,Fall,Math3650,0,Quiz2,95,94,-1
13B12,2016,Fall,Math3650,0,Quiz5,95,94,-1
13B13,2016,Fall,Math3650,0,Test2,95,94,-1
13B14,2016,Fall,Math3650,0,Quiz7,95,94,-1
31B20,2016,Spring,MATH 2204,0,FINAL,95,94,-1
11C20,2016,Spring,Math 2470,1,final,95,94,-1
11C15,2016,Spring,Math 2470,1,test3,95,94,-1
11C24,2016,Spring,Math 2470,1,test3,95,94,-1
31B15,2016,Spring,MATH 2204,1,FINAL,95,94,-1
41A30,2016,Spring,MATH1120,1,test2,95,94,-1
41A26,2016,Spring,MATH1120,1,Final,98,94,-4
21C12,2016,Spring,192,0,test2,100,94,-6
21B15,2016,Spring,192,1,test3,100,94,-6
21C21,2016,Spring,192,1,test2,100,94,-6
21C3,2016,Spring,192,1,test2,100,94,-6
11C16,2016,Spring,Math 2470,1,test2,97,94.5,-2.5
23A5,2016,Fall,MAT192,0,Quiz6,50,95,45
23B16,2016,Fall,MAT192,0,Quiz8,50,95,45
23B14,2016,Fall,MAT192,1,Quiz7,60,95,35
11C5,2016,Spring,Math 2470,0,test3,65,95,30
13D14,2016,Fall,Math1111,0,Quiz6,70,95,25
13D14,2016,Fall,Math1111,0,Quiz7,70,95,25
13D14,2016,Fall,Math1111,0,Test3,70,95,25
23B4,2016,Fall,MAT192,0,Quiz3,70,95,25
21B27,2016,Spring,192,0,quiz2,70,95,25
21B27,2016,Spring,192,0,quiz4,70,95,25
23A7,2016,Fall,MAT192,1,Quiz4,70,95,25
21C5,2016,Spring,192,0,test1,75,95,20
23A19,2016,Fall,MAT192,1,Test3,75,95,20
11C2,2016,Spring,Math 2470,0,test3,78,95,17
13D17,2016,Fall,Math1111,0,Final,80,95,15
13D17,2016,Fall,Math1111,0,Quiz8,80,95,15
23A8,2016,Fall,MAT192,0,Quiz3,80,95,15
23A8,2016,Fall,MAT192,0,Quiz4,80,95,15
23A8,2016,Fall,MAT192,0,Quiz7,80,95,15
23B4,2016,Fall,MAT192,0,Quiz2,80,95,15
21D3,2016,Spring,320,0,quiz1,80,95,15
13A10,2016,Fall,Math1113,1,Quiz2,80,95,15
13A10,2016,Fall,Math1113,1,Quiz5,80,95,15
13A10,2016,Fall,Math1113,1,Test2,80,95,15
13A3,2016,Fall,Math1113,1,Quiz2,80,95,15
13A3,2016,Fall,Math1113,1,Quiz5,80,95,15
13A3,2016,Fall,Math1113,1,Test2,80,95,15
23A2,2016,Fall,MAT192,1,Quiz2,80,95,15
21C9,2016,Spring,192,1,quiz2,80,95,15
13B6,2016,Fall,Math3650,1,Quiz8,82,95,13
21B6,2016,Spring,192,1,final,88,95,7
13D15,2016,Fall,Math1111,0,Quiz4,90,95,5
13D15,2016,Fall,Math1111,0,Quiz5,90,95,5
13D15,2016,Fall,Math1111,0,Test2,90,95,5
21B20,2016,Spring,192,0,quiz2,90,95,5
21D14,2016,Spring,320,0,final,90,95,5
13B26,2016,Fall,Math3650,1,Final,90,95,5
21B21,2016,Spring,192,1,quiz4,90,95,5
13B14,2016,Fall,Math3650,0,Final,92,95,3
13A12,2016,Fall,Math1113,0,Quiz1,93,95,2
13A12,2016,Fall,Math1113,0,Quiz4,93,95,2
13A12,2016,Fall,Math1113,0,Test1,93,95,2
13B14,2016,Fall,Math3650,0,Final,93,95,2
13B16,2016,Fall,Math3650,0,Quiz3,93,95,2
13B14,2016,Fall,Math3650,0,Quiz8,94,95,1
13A15,2016,Fall,Math1113,1,Quiz1,94,95,1
13A15,2016,Fall,Math1113,1,Quiz4,94,95,1
13A15,2016,Fall,Math1113,1,Test1,94,95,1
13B2,2016,Fall,Math3650,1,Final,97,95,-2
13A20,2016,Fall,Math1113,0,Quiz7,98,95,-3
41A38,2016,Spring,MATH3323,1,Final,98,95,-3
23A15,2016,Fall,MAT192,0,Quiz4,100,95,-5
23A8,2016,Fall,MAT192,0,Quiz6,100,95,-5
21B19,2016,Spring,192,0,quiz4,100,95,-5
21C14,2016,Spring,192,0,quiz6,100,95,-5
21C22,2016,Spring,192,0,test2,100,95,-5
23A2,2016,Fall,MAT192,1,Quiz7,100,95,-5
23A3,2016,Fall,MAT192,1,Quiz7,100,95,-5
23A7,2016,Fall,MAT192,1,Quiz7,100,95,-5
23B10,2016,Fall,MAT192,1,Quiz3,100,95,-5
23B10,2016,Fall,MAT192,1,Quiz8,100,95,-5
23B5,2016,Fall,MAT192,1,Quiz2,100,95,-5
11A14,2016,Spring,Math 1111,1,Quiz1,100,95,-5
21B15,2016,Spring,192,1,test2,100,95,-5
21B6,2016,Spring,192,1,quiz2,100,95,-5
21B6,2016,Spring,192,1,quiz5,100,95,-5
41A24,2016,Spring,MATH1120,1,test1,100,95,-5
11C17,2016,Spring,Math 2470,1,test2,97,95.5,-1.5
13D16,2016,Fall,Math1111,0,Quiz1,66,96,30
13D16,2016,Fall,Math1111,0,Quiz2,66,96,30
13D17,2016,Fall,Math1111,0,Quiz4,66,96,30
13D17,2016,Fall,Math1111,0,Quiz5,66,96,30
13D17,2016,Fall,Math1111,0,Test2,66,96,30
13B26,2016,Fall,Math3650,1,Quiz8,73,96,23
13B21,2016,Fall,Math3650,1,Test2,78,96,18
13B8,2016,Fall,Math3650,1,Quiz2,78,96,18
13B9,2016,Fall,Math3650,1,Quiz5,78,96,18
13D15,2016,Fall,Math1111,0,Quiz1,80,96,16
13D15,2016,Fall,Math1111,0,Quiz2,80,96,16
13D16,2016,Fall,Math1111,0,Quiz4,80,96,16
13D16,2016,Fall,Math1111,0,Quiz5,80,96,16
13D16,2016,Fall,Math1111,0,Test2,80,96,16
11A10,2016,Spring,Math 1111,0,Quiz3,80,96,16
21B27,2016,Spring,192,0,test1,80,96,16
13A15,2016,Fall,Math1113,1,Quiz6,80,96,16
13A15,2016,Fall,Math1113,1,Test3,80,96,16
13A16,2016,Fall,Math1113,1,Quiz1,80,96,16
13A16,2016,Fall,Math1113,1,Quiz4,80,96,16
13A16,2016,Fall,Math1113,1,Test1,80,96,16
11A17,2016,Spring,Math 1111,1,Quiz3,80,96,16
11C8,2016,Spring,Math 2470,1,test3,85,96,11
41A39,2016,Spring,MATH3324,0,Final,86,96,10
13A17,2016,Fall,Math1113,1,Quiz1,89,96,7
13A17,2016,Fall,Math1113,1,Quiz4,89,96,7
13A17,2016,Fall,Math1113,1,Test1,89,96,7
13B12,2016,Fall,Math3650,0,Test1,90,96,6
13B14,2016,Fall,Math3650,0,Quiz1,90,96,6
13B16,2016,Fall,Math3650,0,Quiz4,90,96,6
11C1,2016,Spring,Math 2470,0,test3,90,96,6
21C6,2016,Spring,192,0,test1,90,96,6
31A01,2016,Spring,MATH2204,0,test1,90,96,6
23B6,2016,Fall,MAT192,1,Test2,90,96,6
21C26,2016,Spring,192,1,test2,90,96,6
41A24,2016,Spring,MATH1120,1,Final,93,96,3
13B13,2016,Fall,Math3650,0,Test1,94,96,2
13B14,2016,Fall,Math3650,0,Quiz1,94,96,2
13B17,2016,Fall,Math3650,0,Quiz4,94,96,2
11C9,2016,Spring,Math 2470,1,final,94,96,2
41A08,2016,Spring,MATH1101,0,test2,95,96,1
13A9,2016,Fall,Math1113,1,Quiz3,95,96,1
23B13,2016,Fall,MAT192,0,Test3,96,96,0
41A31,2016,Spring,MATH1120,1,test1,96,96,0
13A13,2016,Fall,Math1113,0,Quiz2,98,96,-2
13A13,2016,Fall,Math1113,0,Quiz5,98,96,-2
13A13,2016,Fall,Math1113,0,Test2,98,96,-2
21B7,2016,Spring,192,1,final,98,96,-2
11A2,2016,Spring,Math 1111,0,Quiz1,100,96,-4
41A28,2016,Spring,MATH1120,0,Final,100,96,-4
13B2,2016,Fall,Math3650,1,Quiz5,100,96,-4
13B21,2016,Fall,Math3650,1,Quiz6,100,96,-4
13B22,2016,Fall,Math3650,1,Test2,100,96,-4
13B24,2016,Fall,Math3650,1,Test3,100,96,-4
13B9,2016,Fall,Math3650,1,Quiz2,100,96,-4
23B10,2016,Fall,MAT192,1,Test3,100,96,-4
11A17,2016,Spring,Math 1111,1,Quiz1,100,96,-4
21B2,2016,Spring,192,1,test2,100,96,-4
21B23,2016,Spring,192,1,test2,100,96,-4
41A31,2016,Spring,MATH1120,1,test2,100,96,-4
13A19,2016,Fall,Math1113,0,Quiz8,72,97,25
23A12,2016,Fall,MAT192,0,Test1,77,97,20
11A7,2016,Spring,Math 1111,0,Test2,79,97,18
13B21,2016,Fall,Math3650,1,Quiz8,79,97,18
31B07,2016,Spring,MATH 2204,1,test2,80,97,17
13B8,2016,Fall,Math3650,1,Final,84,97,13
11C21,2016,Spring,Math 2470,1,test2,85,97,12
13B16,2016,Fall,Math3650,0,Quiz7,87,97,10
13B6,2016,Fall,Math3650,1,Quiz8,88,97,9
21B16,2016,Spring,192,1,final,88,97,9
31B08,2016,Spring,MATH 2204,0,test1,90,97,7
13B9,2016,Fall,Math3650,1,Final,91,97,6
11C11,2016,Spring,Math 2470,1,test4,91,97,6
31B09,2016,Spring,MATH 2204,0,test2,93,97,4
13B6,2016,Fall,Math3650,1,Quiz2,93,97,4
13B6,2016,Fall,Math3650,1,Quiz5,93,97,4
13B6,2016,Fall,Math3650,1,Test2,93,97,4
13B13,2016,Fall,Math3650,0,Quiz1,94,97,3
13B14,2016,Fall,Math3650,0,Quiz2,94,97,3
13B14,2016,Fall,Math3650,0,Test1,94,97,3
13B15,2016,Fall,Math3650,0,Quiz4,94,97,3
13B15,2016,Fall,Math3650,0,Test2,94,97,3
13B16,2016,Fall,Math3650,0,Quiz5,94,97,3
13B6,2016,Fall,Math3650,1,Quiz2,95,97,2
13B6,2016,Fall,Math3650,1,Quiz5,95,97,2
13B7,2016,Fall,Math3650,1,Test2,95,97,2
41A31,2016,Spring,MATH1120,1,test3,95,97,2
13A20,2016,Fall,Math1113,0,Quiz3,96,97,1
41A23,2016,Spring,MATH1120,1,Final,96,97,1
41A24,2016,Spring,MATH1120,1,test3,96,97,1
13B16,2016,Fall,Math3650,0,Final,100,97,-3
13B17,2016,Fall,Math3650,0,Final,100,97,-3
21C12,2016,Spring,192,0,test1,100,97,-3
21D2,2016,Spring,320,0,test1,100,97,-3
21A5,2016,Spring,191,1,test2,100,97,-3
21B18,2016,Spring,192,1,final,100,97,-3
41A23,2016,Spring,MATH1120,1,test2,100,97,-3
41A29,2016,Spring,MATH1120,1,Final,100,97,-3
11C18,2016,Spring,Math 2470,1,test2,85,97.5,12.5
11C5,2016,Spring,Math 2470,0,test2,95,97.5,2.5
13D16,2016,Fall,Math1111,0,Test1,61,98,37
11C3,2016,Spring,Math 2470,0,final,73,98,25
13D18,2016,Fall,Math1111,0,Final,80,98,18
13D18,2016,Fall,Math1111,0,Quiz8,80,98,18
41A32,2016,Spring,MATH1120,1,test1,82,98,16
21A7,2016,Spring,191,1,test2,83,98,15
13A8,2016,Fall,Math1113,0,Quiz6,90,98,8
13A8,2016,Fall,Math1113,0,Test3,90,98,8
11A3,2016,Spring,Math 1111,0,Quiz1,90,98,8
41A39,2016,Spring,MATH3320,0,test2,90,98,8
21D7,2016,Spring,320,1,test3,90,98,8
41A37,2016,Spring,MATH3314,1,test1,91,98,7
41A08,2016,Spring,MATH1101,0,Final,92,98,6
13B1,2016,Fall,Math3650,0,Quiz7,94,98,4
21C19,2016,Spring,192,0,test3,94,98,4
11C10,2016,Spring,Math 2470,1,final,94,98,4
41A24,2016,Spring,MATH1120,1,test2,94,98,4
13A19,2016,Fall,Math1113,0,Quiz6,95,98,3
13A19,2016,Fall,Math1113,0,Test3,95,98,3
13B1,2016,Fall,Math3650,0,Quiz2,95,98,3
13B1,2016,Fall,Math3650,0,Quiz5,95,98,3
13B12,2016,Fall,Math3650,0,Test2,95,98,3
41A25,2016,Spring,MATH1120,1,test2,95,98,3
13B1,2016,Fall,Math3650,0,Quiz3,97,98,1
11C4,2016,Spring,Math 2470,0,final,98,98,0
11A4,2016,Spring,Math 1111,0,Quiz1,100,98,-2
11A8,2016,Spring,Math 1111,0,Test2,100,98,-2
13B22,2016,Fall,Math3650,1,Quiz7,100,98,-2
13B26,2016,Fall,Math3650,1,Final,100,98,-2
23B5,2016,Fall,MAT192,1,Final,100,98,-2
11A15,2016,Spring,Math 1111,1,Test2,100,98,-2
13D15,2016,Fall,Math1111,0,Quiz3,55,99,44
13D15,2016,Fall,Math1111,0,Quiz6,55,99,44
13D15,2016,Fall,Math1111,0,Quiz7,55,99,44
13D15,2016,Fall,Math1111,0,Test3,55,99,44
21B14,2016,Spring,192,0,final,82,99,17
13A13,2016,Fall,Math1113,0,Quiz1,86,99,13
13A13,2016,Fall,Math1113,0,Quiz4,86,99,13
13A13,2016,Fall,Math1113,0,Test1,86,99,13
13B14,2016,Fall,Math3650,0,Quiz2,90,99,9
13B14,2016,Fall,Math3650,0,Quiz5,90,99,9
13B14,2016,Fall,Math3650,0,Test2,90,99,9
13A16,2016,Fall,Math1113,1,Quiz6,90,99,9
13A16,2016,Fall,Math1113,1,Test3,90,99,9
23B6,2016,Fall,MAT192,1,Test1,90,99,9
21C17,2016,Spring,192,1,test3,95,99,4
13A19,2016,Fall,Math1113,0,Quiz2,96,99,3
13A19,2016,Fall,Math1113,0,Quiz5,96,99,3
13A19,2016,Fall,Math1113,0,Test2,96,99,3
13A5,2016,Fall,Math1113,0,Quiz1,96,99,3
13A5,2016,Fall,Math1113,0,Quiz4,96,99,3
13A5,2016,Fall,Math1113,0,Test1,96,99,3
13B13,2016,Fall,Math3650,0,Quiz2,100,99,-1
13B14,2016,Fall,Math3650,0,Quiz5,100,99,-1
13B14,2016,Fall,Math3650,0,Test2,100,99,-1
23A3,2016,Fall,MAT192,1,Test2,100,99,-1
21C18,2016,Spring,192,1,test1,100,99,-1
21B17,2016,Spring,192,1,quiz4,40,100,60
21A6,2016,Spring,191,0,quiz6,50,100,50
21D16,2016,Spring,320,1,quiz3,50,100,50
21D16,2016,Spring,320,1,quiz4,50,100,50
23A12,2016,Fall,MAT192,0,Quiz5,60,100,40
23A5,2016,Fall,MAT192,0,Quiz5,60,100,40
23A19,2016,Fall,MAT192,1,Quiz2,60,100,40
23B14,2016,Fall,MAT192,1,Quiz5,60,100,40
21B5,2016,Spring,192,1,quiz4,60,100,40
21B8,2016,Spring,192,1,quiz5,60,100,40
13D17,2016,Fall,Math1111,0,Quiz6,70,100,30
13D17,2016,Fall,Math1111,0,Quiz7,70,100,30
13D17,2016,Fall,Math1111,0,Test3,70,100,30
23A12,2016,Fall,MAT192,0,Quiz3,70,100,30
23A12,2016,Fall,MAT192,0,Quiz7,70,100,30
23A12,2016,Fall,MAT192,0,Quiz8,70,100,30
11A11,2016,Spring,Math 1111,0,Quiz3,70,100,30
21A2,2016,Spring,191,0,quiz6,70,100,30
21B14,2016,Spring,192,0,quiz2,70,100,30
23B6,2016,Fall,MAT192,1,Quiz2,70,100,30
21A7,2016,Spring,191,1,quiz9,70,100,30
21B29,2016,Spring,192,1,quiz2,70,100,30
21D15,2016,Spring,320,1,quiz1,70,100,30
21A7,2016,Spring,191,1,quiz1,75,100,25
13D16,2016,Fall,Math1111,0,Quiz6,80,100,20
13D16,2016,Fall,Math1111,0,Quiz7,80,100,20
13D16,2016,Fall,Math1111,0,Test3,80,100,20
23A15,2016,Fall,MAT192,0,Quiz1,80,100,20
23A15,2016,Fall,MAT192,0,Quiz3,80,100,20
23A15,2016,Fall,MAT192,0,Quiz8,80,100,20
23A5,2016,Fall,MAT192,0,Quiz7,80,100,20
23A8,2016,Fall,MAT192,0,Quiz5,80,100,20
23B16,2016,Fall,MAT192,0,Quiz7,80,100,20
11A2,2016,Spring,Math 1111,0,Quiz3,80,100,20
21A3,2016,Spring,191,0,quiz5,80,100,20
21C10,2016,Spring,192,0,quiz2,80,100,20
21C10,2016,Spring,192,0,quiz6,80,100,20
21C24,2016,Spring,192,0,quiz1,80,100,20
31B20,2016,Spring,MATH 2204,0,quiz1,80,100,20
23A2,2016,Fall,MAT192,1,Quiz1,80,100,20
23B6,2016,Fall,MAT192,1,Quiz5,80,100,20
21B16,2016,Spring,192,1,quiz5,80,100,20
21B21,2016,Spring,192,1,quiz2,80,100,20
21B8,2016,Spring,192,1,quiz3,80,100,20
21C18,2016,Spring,192,1,quiz3,80,100,20
13A2,2016,Fall,Math1113,0,Quiz2,82,100,18
13A2,2016,Fall,Math1113,0,Quiz5,82,100,18
13A2,2016,Fall,Math1113,0,Test2,82,100,18
23A14,2016,Fall,MAT192,0,Test3,82,100,18
31B20,2016,Spring,MATH 2204,0,test1,83,100,17
11A3,2016,Spring,Math 1111,0,Quiz3,85,100,15
11A4,2016,Spring,Math 1111,0,Quiz3,85,100,15
21C23,2016,Spring,192,0,test1,85,100,15
21C9,2016,Spring,192,1,quiz5,85,100,15
13B13,2016,Fall,Math3650,0,Final,86,100,14
11A5,2016,Spring,Math 1111,0,Quiz3,89,100,11
21D6,2016,Spring,320,1,test1,89,100,11
13A20,2016,Fall,Math1113,0,Quiz2,90,100,10
13A20,2016,Fall,Math1113,0,Quiz5,90,100,10
13A20,2016,Fall,Math1113,0,Test2,90,100,10
23A12,2016,Fall,MAT192,0,Quiz1,90,100,10
23A14,2016,Fall,MAT192,0,Quiz6,90,100,10
23A5,2016,Fall,MAT192,0,Quiz1,90,100,10
23A5,2016,Fall,MAT192,0,Quiz2,90,100,10
23A5,2016,Fall,MAT192,0,Quiz3,90,100,10
23A5,2016,Fall,MAT192,0,Quiz4,90,100,10
23B13,2016,Fall,MAT192,0,Quiz8,90,100,10
11A6,2016,Spring,Math 1111,0,Quiz3,90,100,10
21B1,2016,Spring,192,0,quiz1,90,100,10
21B26,2016,Spring,192,0,quiz6,90,100,10
21B27,2016,Spring,192,0,quiz5,90,100,10
21C13,2016,Spring,192,0,quiz5,90,100,10
21C15,2016,Spring,192,0,quiz6,90,100,10
21C19,2016,Spring,192,0,quiz3,90,100,10
21C2,2016,Spring,192,0,quiz2,90,100,10
21C24,2016,Spring,192,0,quiz5,90,100,10
21C8,2016,Spring,192,0,quiz5,90,100,10
31A05,2016,Spring,MATH 2204,0,quiz1,90,100,10
23B14,2016,Fall,MAT192,1,Quiz3,90,100,10
23B14,2016,Fall,MAT192,1,Quiz4,90,100,10
11A12,2016,Spring,Math 1111,1,Quiz3,90,100,10
21A4,2016,Spring,191,1,quiz4,90,100,10
21B10,2016,Spring,192,1,quiz1,90,100,10
21B18,2016,Spring,192,1,quiz2,90,100,10
21B21,2016,Spring,192,1,quiz5,90,100,10
21B28,2016,Spring,192,1,quiz2,90,100,10
21B5,2016,Spring,192,1,quiz6,90,100,10
21D1,2016,Spring,320,1,test3,90,100,10
21D11,2016,Spring,320,1,quiz1,90,100,10
21D8,2016,Spring,320,1,quiz1,90,100,10
31A03,2016,Spring,MATH 2204,1,quiz1,90,100,10
31A03,2016,Spring,MATH 2204,1,quiz2,90,100,10
31A03,2016,Spring,MATH 2204,1,quiz3,90,100,10
31A14,2016,Spring,MATH 2204,1,quiz1,90,100,10
13A6,2016,Fall,Math1113,1,Quiz2,91,100,9
13A6,2016,Fall,Math1113,1,Quiz5,91,100,9
