ID,Year,Semester,course,Gender,AS,StudentsGrade,InstructorsGrade
13D12,2016,Fall,Math1111,F,Final,81,81
13D12,2016,Fall,Math1111,F,Quiz8,81,81
11A9,2016,Spring,Math 1111,F,Test3,82,81
13D13,2016,Fall,Math1111,F,Quiz4,83,81
13D13,2016,Fall,Math1111,F,Quiz5,83,81
13D13,2016,Fall,Math1111,F,Test2,83,81
13D13,2016,Fall,Math1111,F,Final,84,81
13D13,2016,Fall,Math1111,F,Quiz8,84,81
41A06,2016,Spring,MATH1101,F,Final,86,81
11A10,2016,Spring,Math 1111,F,Test3,87,81
41A13,2016,Spring,MATH1120,M,test2,90,81
21B19,2016,Spring,192,F,test1,91,81
31B09,2016,Spring,MATH 2204,F,test1,94,81
31B04,2016,Spring,MATH 2204,M,test1,99,81
41A31,2016,Spring,MATH1120,M,Final,100,81
13A17,2016,Fall,Math1113,M,Quiz2,64,82
13A17,2016,Fall,Math1113,M,Quiz5,64,82
13A17,2016,Fall,Math1113,M,Test2,64,82
11C21,2016,Spring,Math 2470,M,test4,65,82
31A16,2016,Spring,MATH 2204,M,Final,70,82
31A17,2016,Spring,MATH 2204,F,test1,70,82
13B24,2016,Fall,Math3650,M,Final,70,82
13B10,2016,Fall,Math3650,M,Quiz1,72,82
13B21,2016,Fall,Math3650,M,Quiz4,72,82
13B23,2016,Fall,Math3650,M,Test1,72,82
21B9,2016,Spring,192,M,final,74,82
11A11,2016,Spring,Math 1111,F,Test3,80,82
21C26,2016,Spring,192,M,test3,80,82
31B18,2016,Spring,MATH 2204,F,FINAL,80,82
13B18,2016,Fall,Math3650,M,Quiz3,80,82
13D11,2016,Fall,Math1111,F,Quiz6,80,82
13D11,2016,Fall,Math1111,F,Quiz7,80,82
13D11,2016,Fall,Math1111,F,Test3,80,82
13A3,2016,Fall,Math1113,F,Quiz1,81,82
13A3,2016,Fall,Math1113,F,Quiz4,81,82
13A3,2016,Fall,Math1113,F,Test1,81,82
21B11,2016,Spring,192,M,final,84,82
11C7,2016,Spring,Math 2470,M,final,85,82
11C17,2016,Spring,Math 2470,M,test3,85,82
13B26,2016,Fall,Math3650,M,Quiz7,86,82
21A1,2016,Spring,191,F,final,88,82
23A8,2016,Fall,MAT192,F,Final,89,82
31B23,2016,Spring,MATH 2204,F,test1,90,82
41A34,2016,Spring,MATH1120,F,test1,90,82
13A7,2016,Fall,Math1113,F,Final,92,82
21C14,2016,Spring,192,F,test3,93,82
41A09,2016,Spring,MATH1101,M,test1,94,82
21D8,2016,Spring,320,M,test2,95,82
31A02,2016,Spring,MATH 2204,F,Final,95,82
31A15,2016,Spring,MATH 2204,M,Final,95,82
41A09,2016,Spring,MATH1101,M,test2,95,82
41A08,2016,Spring,MATH1101,F,test1,97,82
21B15,2016,Spring,192,M,final,100,82
41A29,2016,Spring,MATH1120,M,test3,100,82
23A3,2016,Fall,MAT192,M,Final,100,82
13D1,2016,Fall,Math1111,F,Quiz3,60,83
13D12,2016,Fall,Math1111,F,Quiz6,60,83
13D12,2016,Fall,Math1111,F,Quiz7,60,83
13D12,2016,Fall,Math1111,F,Test3,60,83
11A17,2016,Spring,Math 1111,M,Quiz2,70,83
21C8,2016,Spring,192,F,test1,70,83
13B11,2016,Fall,Math3650,M,Quiz2,70,83
13B12,2016,Fall,Math3650,M,Quiz5,70,83
13B17,2016,Fall,Math3650,M,Test2,70,83
21B14,2016,Spring,192,F,test1,73,83
41A34,2016,Spring,MATH1120,F,Final,73,83
11A2,2016,Spring,Math 1111,F,Quiz2,75,83
21D15,2016,Spring,320,M,test2,75,83
11A18,2016,Spring,Math 1111,M,Quiz2,80,83
11A4,2016,Spring,Math 1111,F,Quiz5,80,83
11A6,2016,Spring,Math 1111,F,Test1,80,83
21D16,2016,Spring,320,M,final,80,83
13A8,2016,Fall,Math1113,F,Final,80,83
13D14,2016,Fall,Math1111,F,Quiz4,80,83
13D14,2016,Fall,Math1111,F,Quiz5,80,83
13D14,2016,Fall,Math1111,F,Test2,80,83
13D18,2016,Fall,Math1111,M,Final,80,83
13D18,2016,Fall,Math1111,M,Quiz8,80,83
23A7,2016,Fall,MAT192,M,Final,81,83
11A12,2016,Spring,Math 1111,F,Test3,82,83
21B17,2016,Spring,192,M,test2,82,83
21B6,2016,Spring,192,M,test2,83,83
21A6,2016,Spring,191,F,final,84,83
41A38,2016,Spring,MATH3315,M,test1,85,83
13B14,2016,Fall,Math3650,M,Quiz4,85,83
13B19,2016,Fall,Math3650,M,Test1,85,83
13B26,2016,Fall,Math3650,M,Quiz1,85,83
41A23,2016,Spring,MATH1120,M,test3,87,83
11A1,2016,Spring,Math 1111,F,Quiz1,90,83
31B10,2016,Spring,MATH 2204,F,test1,90,83
13B1,2016,Fall,Math3650,F,Quiz4,90,83
13B3,2016,Fall,Math3650,F,Quiz7,90,83
13B4,2016,Fall,Math3650,F,Quiz8,90,83
13B7,2016,Fall,Math3650,F,Test1,90,83
13B8,2016,Fall,Math3650,F,Quiz1,90,83
13B13,2016,Fall,Math3650,M,Quiz4,92,83
13B17,2016,Fall,Math3650,M,Test1,92,83
13B22,2016,Fall,Math3650,M,Quiz1,92,83
13B3,2016,Fall,Math3650,F,Quiz8,92,83
21C11,2016,Spring,192,M,test2,93,83
41A11,2016,Spring,MATH1101,F,test2,93,83
41A02,2016,Spring,MATH1101,M,Final,94,83
21B12,2016,Spring,192,M,test3,98,83
11C3,2016,Spring,Math 2470,F,test4,53,84
13D19,2016,Fall,Math1111,M,Final,60,84
13D19,2016,Fall,Math1111,M,Quiz8,60,84
31B21,2016,Spring,MATH 2204,M,FINAL,75,84
41A22,2016,Spring,MATH1120,M,test2,76,84
13D13,2016,Fall,Math1111,F,Quiz6,76,84
13D13,2016,Fall,Math1111,F,Quiz7,76,84
13D13,2016,Fall,Math1111,F,Test3,76,84
21D11,2016,Spring,320,M,test2,78,84
13B1,2016,Fall,Math3650,F,Quiz8,78,84
31B23,2016,Spring,MATH 2204,F,test2,80,84
13B22,2016,Fall,Math3650,M,Quiz6,80,84
13B23,2016,Fall,Math3650,M,Test3,80,84
13D18,2016,Fall,Math1111,M,Quiz3,80,84
13D19,2016,Fall,Math1111,M,Quiz6,80,84
13D19,2016,Fall,Math1111,M,Quiz7,80,84
13D19,2016,Fall,Math1111,M,Test3,80,84
11A16,2016,Spring,Math 1111,M,Quiz5,82,84
21C23,2016,Spring,192,F,final,82,84
13A5,2016,Fall,Math1113,F,Quiz6,82,84
13A5,2016,Fall,Math1113,F,Test3,82,84
41A25,2016,Spring,MATH1120,M,test3,84,84
13A4,2016,Fall,Math1113,F,Quiz2,84,84
13A4,2016,Fall,Math1113,F,Quiz5,84,84
13A4,2016,Fall,Math1113,F,Test2,84,84
23B8,2016,Fall,MAT192,M,Test2,84,84
21D7,2016,Spring,320,M,test2,85,84
31A19,2016,Spring,MATH 2204,F,test1,85,84
11C8,2016,Spring,Math 2470,M,test2,87,84
41A33,2016,Spring,MATH1120,F,test3,87,84
13D15,2016,Fall,Math1111,F,Quiz4,87,84
13D15,2016,Fall,Math1111,F,Quiz5,87,84
13D15,2016,Fall,Math1111,F,Test2,87,84
11C12,2016,Spring,Math 2470,M,final,88,84
21B29,2016,Spring,192,M,test3,88,84
13B7,2016,Fall,Math3650,F,Quiz3,88,84
21C12,2016,Spring,192,F,final,89,84
21C4,2016,Spring,192,M,test2,90,84
31A10,2016,Spring,MATH 2204,F,Final,90,84
31B08,2016,Spring,MATH 2204,F,FINAL,90,84
31B08,2016,Spring,MATH 2204,F,test2,90,84
13B24,2016,Fall,Math3650,M,Test3,90,84
13B25,2016,Fall,Math3650,M,Quiz6,90,84
21C17,2016,Spring,192,M,final,91,84
13B14,2016,Fall,Math3650,M,Quiz1,93,84
13B19,2016,Fall,Math3650,M,Quiz4,93,84
13B19,2016,Fall,Math3650,M,Quiz6,93,84
13B21,2016,Fall,Math3650,M,Test1,93,84
13B22,2016,Fall,Math3650,M,Test3,93,84
21D2,2016,Spring,320,F,test3,95,84
23B13,2016,Fall,MAT192,F,Final,98,84
11A16,2016,Spring,Math 1111,M,Quiz1,100,84
21A1,2016,Spring,191,F,test2,100,84
13B25,2016,Fall,Math3650,M,Final,80,84.5
23A20,2016,Fall,MAT192,M,Test3,45,85
11C20,2016,Spring,Math 2470,M,test4,68,85
23A7,2016,Fall,MAT192,M,Test3,71,85
13B10,2016,Fall,Math3650,M,Quiz3,75,85
13B17,2016,Fall,Math3650,M,Quiz4,75,85
13B18,2016,Fall,Math3650,M,Test1,75,85
13B27,2016,Fall,Math3650,M,Quiz1,75,85
13B20,2016,Fall,Math3650,M,Quiz8,78,85
11C4,2016,Spring,Math 2470,F,test3,80,85
11C23,2016,Spring,Math 2470,M,test3,80,85
41A06,2016,Spring,MATH1101,F,test1,80,85
13B12,2016,Fall,Math3650,M,Quiz2,80,85
13B13,2016,Fall,Math3650,M,Quiz5,80,85
13B15,2016,Fall,Math3650,M,Quiz4,80,85
13B15,2016,Fall,Math3650,M,Test2,80,85
13B16,2016,Fall,Math3650,M,Test1,80,85
13B23,2016,Fall,Math3650,M,Quiz1,80,85
23A15,2016,Fall,MAT192,F,Quiz7,80,85
21C6,2016,Spring,192,F,final,82,85
41A33,2016,Spring,MATH1120,F,Final,84,85
11C13,2016,Spring,Math 2470,M,final,85,85
13D19,2016,Fall,Math1111,M,Quiz3,85,85
13D20,2016,Fall,Math1111,M,Quiz6,85,85
13D20,2016,Fall,Math1111,M,Quiz7,85,85
13D20,2016,Fall,Math1111,M,Test3,85,85
21D16,2016,Spring,320,M,test2,86,85
13A5,2016,Fall,Math1113,F,Quiz3,86,85
13A21,2016,Fall,Math1113,M,Final,87,85
13A4,2016,Fall,Math1113,F,Quiz1,88,85
13A4,2016,Fall,Math1113,F,Quiz4,88,85
13A4,2016,Fall,Math1113,F,Test1,88,85
13B19,2016,Fall,Math3650,M,Final,90,85
13B2,2016,Fall,Math3650,F,Quiz4,90,85
13B5,2016,Fall,Math3650,F,Test1,90,85
13B9,2016,Fall,Math3650,F,Quiz1,90,85
13D16,2016,Fall,Math1111,F,Quiz4,90,85
13D16,2016,Fall,Math1111,F,Quiz5,90,85
13D16,2016,Fall,Math1111,F,Test2,90,85
13D2,2016,Fall,Math1111,F,Quiz1,90,85
13D2,2016,Fall,Math1111,F,Quiz2,90,85
41A02,2016,Spring,MATH1101,M,test2,91,85
21C16,2016,Spring,192,F,final,93,85
11A3,2016,Spring,Math 1111,F,Quiz2,95,85
23A3,2016,Fall,MAT192,M,Test1,95,85
21B11,2016,Spring,192,M,test2,98,85
21B6,2016,Spring,192,M,quiz4,100,85
41A35,2016,Spring,MATH1120,M,test2,100,85
23A19,2016,Fall,MAT192,M,Quiz8,100,85
13B22,2016,Fall,Math3650,M,Quiz5,60,86
13B23,2016,Fall,Math3650,M,Quiz2,60,86
13B27,2016,Fall,Math3650,M,Test2,60,86
13B23,2016,Fall,Math3650,M,Quiz6,64,86
13B26,2016,Fall,Math3650,M,Test3,64,86
13D2,2016,Fall,Math1111,F,Quiz4,70,86
13D2,2016,Fall,Math1111,F,Quiz5,70,86
13D2,2016,Fall,Math1111,F,Test2,70,86
11A4,2016,Spring,Math 1111,F,Quiz2,80,86
13B25,2016,Fall,Math3650,M,Quiz8,80,86
13D14,2016,Fall,Math1111,F,Final,80,86
13D14,2016,Fall,Math1111,F,Quiz6,80,86
13D14,2016,Fall,Math1111,F,Quiz7,80,86
13D14,2016,Fall,Math1111,F,Quiz8,80,86
13D14,2016,Fall,Math1111,F,Test3,80,86
13D20,2016,Fall,Math1111,M,Final,80,86
13D20,2016,Fall,Math1111,M,Quiz8,80,86
21B7,2016,Spring,192,M,test2,81,86
41A33,2016,Spring,MATH1120,F,test2,82,86
13D15,2016,Fall,Math1111,F,Quiz6,83,86
13D15,2016,Fall,Math1111,F,Quiz7,83,86
13D15,2016,Fall,Math1111,F,Test3,83,86
11A13,2016,Spring,Math 1111,F,Test3,85,86
13B20,2016,Fall,Math3650,M,Quiz6,85,86
13B25,2016,Fall,Math3650,M,Test3,85,86
11C17,2016,Spring,Math 2470,M,final,86,86
21D17,2016,Spring,320,M,test3,88,86
11C20,2016,Spring,Math 2470,M,test3,89,86
41A39,2016,Spring,MATH3316,F,test1,89,86
11C22,2016,Spring,Math 2470,M,final,90,86
31B11,2016,Spring,MATH 2204,M,test1,90,86
13A18,2016,Fall,Math1113,M,Quiz8,90,86
13B22,2016,Fall,Math3650,M,Quiz3,90,86
13B7,2016,Fall,Math3650,F,Quiz8,90,86
23A19,2016,Fall,MAT192,M,Final,90,86
21C14,2016,Spring,192,F,final,91,86
13B8,2016,Fall,Math3650,F,Quiz8,91,86
13A18,2016,Fall,Math1113,M,Quiz7,93,86
13A7,2016,Fall,Math1113,F,Quiz7,94,86
13B16,2016,Fall,Math3650,M,Quiz7,94,86
13B1,2016,Fall,Math3650,F,Quiz6,95,86
13B1,2016,Fall,Math3650,F,Test3,95,86
13B26,2016,Fall,Math3650,M,Quiz6,95,86
13B27,2016,Fall,Math3650,M,Test3,95,86
23B13,2016,Fall,MAT192,F,Test1,96,86
31B15,2016,Spring,MATH 2204,M,test1,99,86
11C16,2016,Spring,Math 2470,M,test2,82,86.5
13D3,2016,Fall,Math1111,F,Test1,65,87
21D6,2016,Spring,320,M,test2,67,87
13D2,2016,Fall,Math1111,F,Final,68,87
13D2,2016,Fall,Math1111,F,Quiz8,68,87
21A7,2016,Spring,191,M,final,69,87
13D2,2016,Fall,Math1111,F,Quiz3,73,87
13D2,2016,Fall,Math1111,F,Test1,73,87
13D3,2016,Fall,Math1111,F,Quiz1,73,87
13D3,2016,Fall,Math1111,F,Quiz2,73,87
13D15,2016,Fall,Math1111,F,Final,75,87
13D15,2016,Fall,Math1111,F,Quiz8,75,87
11C3,2016,Spring,Math 2470,F,test3,80,87
11C18,2016,Spring,Math 2470,M,test3,80,87
21C19,2016,Spring,192,F,test2,82,87
13B2,2016,Fall,Math3650,F,Quiz8,85,87
21C21,2016,Spring,192,M,final,86,87
11A14,2016,Spring,Math 1111,F,Test3,87,87
13B2,2016,Fall,Math3650,F,Quiz6,88,87
13B5,2016,Fall,Math3650,F,Test3,88,87
11C8,2016,Spring,Math 2470,M,final,90,87
11A1,2016,Spring,Math 1111,F,Test3,90,87
11C16,2016,Spring,Math 2470,M,test3,90,87
21D1,2016,Spring,320,M,final,90,87
31A13,2016,Spring,MATH 2204,F,test1,90,87
13B12,2016,Fall,Math3650,M,Quiz1,92,87
13B15,2016,Fall,Math3650,M,Test1,92,87
13B16,2016,Fall,Math3650,M,Quiz4,92,87
11A2,2016,Spring,Math 1111,F,Test3,93,87
13B2,2016,Fall,Math3650,F,Quiz7,93,87
21C10,2016,Spring,192,F,test3,95,87
41A28,2016,Spring,MATH1120,F,test3,100,87
13D1,2016,Fall,Math1111,F,Quiz6,39,88
13D1,2016,Fall,Math1111,F,Quiz7,39,88
13D1,2016,Fall,Math1111,F,Test3,39,88
13D3,2016,Fall,Math1111,F,Quiz3,39,88
21B6,2016,Spring,192,M,test1,70,88
11A19,2016,Spring,Math 1111,M,Quiz2,72,88
23A15,2016,Fall,MAT192,F,Final,78,88
11A1,2016,Spring,Math 1111,F,Quiz3,80,88
11A7,2016,Spring,Math 1111,F,Quiz3,80,88
11A18,2016,Spring,Math 1111,M,Quiz3,80,88
21A5,2016,Spring,191,M,final,80,88
21B23,2016,Spring,192,M,final,80,88
31B16,2016,Spring,MATH 2204,F,FINAL,80,88
31B21,2016,Spring,MATH 2204,M,test1,80,88
13A18,2016,Fall,Math1113,M,Quiz3,80,88
11C19,2016,Spring,Math 2470,M,final,85,88
13A9,2016,Fall,Math1113,F,Quiz7,85,88
13D4,2016,Fall,Math1111,F,Quiz4,85,88
13D4,2016,Fall,Math1111,F,Quiz5,85,88
13D4,2016,Fall,Math1111,F,Test2,85,88
23B5,2016,Fall,MAT192,M,Test2,85,88
11A5,2016,Spring,Math 1111,F,Quiz5,86,88
13A5,2016,Fall,Math1113,F,Quiz1,86,88
13A5,2016,Fall,Math1113,F,Quiz4,86,88
13A5,2016,Fall,Math1113,F,Test1,86,88
13B14,2016,Fall,Math3650,M,Quiz6,86,88
13B16,2016,Fall,Math3650,M,Test3,86,88
13D3,2016,Fall,Math1111,F,Quiz4,88,88
13D3,2016,Fall,Math1111,F,Quiz5,88,88
13D3,2016,Fall,Math1111,F,Test2,88,88
13B2,2016,Fall,Math3650,F,Final,90,88
23A8,2016,Fall,MAT192,F,Test2,90,88
21B7,2016,Spring,192,M,test3,91,88
13D18,2016,Fall,Math1111,M,Test1,93,88
13B17,2016,Fall,Math3650,M,Quiz3,95,88
13B20,2016,Fall,Math3650,M,Final,95,88
41A28,2016,Spring,MATH1120,F,test2,97,88
21B5,2016,Spring,192,M,final,100,88
21D2,2016,Spring,320,F,test2,100,88
31A18,2016,Spring,MATH 2204,F,Final,100,88
41A25,2016,Spring,MATH1120,M,test1,100,88
23B10,2016,Fall,MAT192,M,Test2,100,88
13A20,2016,Fall,Math1113,M,Quiz8,69,89
31A12,2016,Spring,MATH 2204,F,quiz2,70,89
13B5,2016,Fall,Math3650,F,Quiz5,70,89
13B7,2016,Fall,Math3650,F,Quiz2,70,89
13B8,2016,Fall,Math3650,F,Test2,70,89
13D3,2016,Fall,Math1111,F,Final,70,89
13D3,2016,Fall,Math1111,F,Quiz8,70,89
13D4,2016,Fall,Math1111,F,Test1,70,89
31B19,2016,Spring,MATH 2204,F,test1,80,89
13D4,2016,Fall,Math1111,F,Final,80,89
13D4,2016,Fall,Math1111,F,Quiz8,80,89
21C19,2016,Spring,192,F,final,82,89
41A14,2016,Spring,MATH1120,M,test1,84,89
13B25,2016,Fall,Math3650,M,Quiz7,85,89
21B16,2016,Spring,192,M,test2,87,89
21B21,2016,Spring,192,M,test2,87,89
13A10,2016,Fall,Math1113,F,Quiz7,88,89
13B10,2016,Fall,Math3650,M,Quiz4,88,89
13B15,2016,Fall,Math3650,M,Quiz1,88,89
13B24,2016,Fall,Math3650,M,Test1,88,89
21C24,2016,Spring,192,F,final,89,89
21C24,2016,Spring,192,F,test2,90,89
31A19,2016,Spring,MATH 2204,F,quiz2,90,89
31B08,2016,Spring,MATH 2204,F,quiz1,90,89
31B15,2016,Spring,MATH 2204,M,quiz1,90,89
41A14,2016,Spring,MATH1120,M,test2,90,89
13B25,2016,Fall,Math3650,M,Quiz3,90,89
13B23,2016,Fall,Math3650,M,Quiz3,91,89
23A7,2016,Fall,MAT192,M,Test1,92,89
13B27,2016,Fall,Math3650,M,Quiz7,93,89
13B24,2016,Fall,Math3650,M,Quiz3,94,89
13A6,2016,Fall,Math1113,F,Quiz6,95,89
13A6,2016,Fall,Math1113,F,Test3,95,89
21C1,2016,Spring,192,M,final,97,89
21D2,2016,Spring,320,F,final,100,89
31A02,2016,Spring,MATH 2204,F,quiz2,100,89
31A11,2016,Spring,MATH 2204,F,quiz2,100,89
31A14,2016,Spring,MATH 2204,M,quiz2,100,89
31A18,2016,Spring,MATH 2204,F,test1,100,89
31B04,2016,Spring,MATH 2204,M,quiz1,100,89
31B09,2016,Spring,MATH 2204,F,quiz1,100,89
31B12,2016,Spring,MATH 2204,F,quiz1,100,89
31B13,2016,Spring,MATH 2204,M,quiz1,100,89
21A3,2016,Spring,191,F,quiz1,30,90
21A3,2016,Spring,191,F,quiz2,30,90
21A7,2016,Spring,191,M,quiz4,30,90
21A7,2016,Spring,191,M,quiz3,40,90
21A7,2016,Spring,191,M,quiz7,40,90
23A18,2016,Fall,MAT192,F,Quiz8,50,90
13D2,2016,Fall,Math1111,F,Quiz6,54,90
13D2,2016,Fall,Math1111,F,Quiz7,54,90
13D2,2016,Fall,Math1111,F,Test3,54,90
11A9,2016,Spring,Math 1111,F,Quiz1,60,90
21B20,2016,Spring,192,F,quiz6,60,90
31A10,2016,Spring,MATH 2204,F,quiz1,60,90
31A12,2016,Spring,MATH 2204,F,quiz3,60,90
11C20,2016,Spring,Math 2470,M,final,67,90
13A21,2016,Fall,Math1113,M,Quiz8,68,90
11C5,2016,Spring,Math 2470,F,final,70,90
11A16,2016,Spring,Math 1111,M,Test3,70,90
21A6,2016,Spring,191,F,quiz4,70,90
21C1,2016,Spring,192,M,quiz5,70,90
21C18,2016,Spring,192,M,quiz5,70,90
31A17,2016,Spring,MATH 2204,F,quiz3,70,90
23A10,2016,Fall,MAT192,M,Quiz7,70,90
23B11,2016,Fall,MAT192,F,Quiz8,70,90
23B4,2016,Fall,MAT192,F,Quiz1,70,90
23B7,2016,Fall,MAT192,M,Quiz1,70,90
13B6,2016,Fall,Math3650,F,Quiz8,74,90
21C25,2016,Spring,192,M,quiz4,75,90
11C18,2016,Spring,Math 2470,M,test4,76,90
21D15,2016,Spring,320,M,test1,77,90
13D5,2016,Fall,Math1111,F,Final,77,90
13D5,2016,Fall,Math1111,F,Quiz8,77,90
11C22,2016,Spring,Math 2470,M,test4,80,90
21A3,2016,Spring,191,F,quiz4,80,90
21B18,2016,Spring,192,M,quiz1,80,90
21B21,2016,Spring,192,M,quiz1,80,90
21B8,2016,Spring,192,M,quiz4,80,90
21C11,2016,Spring,192,M,quiz5,80,90
21C15,2016,Spring,192,F,quiz5,80,90
21C17,2016,Spring,192,M,quiz5,80,90
31A17,2016,Spring,MATH 2204,F,quiz1,80,90
31B04,2016,Spring,MATH 2204,M,test2,80,90
13B4,2016,Fall,Math3650,F,Quiz4,80,90
13B5,2016,Fall,Math3650,F,Quiz4,80,90
13B6,2016,Fall,Math3650,F,Quiz1,80,90
13B7,2016,Fall,Math3650,F,Quiz1,80,90
13B8,2016,Fall,Math3650,F,Test1,80,90
13B9,2016,Fall,Math3650,F,Test1,80,90
13D17,2016,Fall,Math1111,M,Quiz4,80,90
13D17,2016,Fall,Math1111,M,Quiz5,80,90
13D17,2016,Fall,Math1111,M,Test2,80,90
13D18,2016,Fall,Math1111,M,Quiz1,80,90
13D18,2016,Fall,Math1111,M,Quiz2,80,90
13D18,2016,Fall,Math1111,M,Quiz6,80,90
13D18,2016,Fall,Math1111,M,Quiz7,80,90
13D18,2016,Fall,Math1111,M,Test3,80,90
13D19,2016,Fall,Math1111,M,Test1,80,90
13D20,2016,Fall,Math1111,M,Quiz3,80,90
23A18,2016,Fall,MAT192,F,Quiz7,80,90
23B4,2016,Fall,MAT192,F,Quiz7,80,90
21D11,2016,Spring,320,M,test1,81,90
13B2,2016,Fall,Math3650,F,Quiz3,85,90
13D6,2016,Fall,Math1111,F,Final,85,90
13D6,2016,Fall,Math1111,F,Quiz8,85,90
11A3,2016,Spring,Math 1111,F,Test3,86,90
11A19,2016,Spring,Math 1111,M,Quiz3,88,90
21C1,2016,Spring,192,M,test2,88,90
13B12,2016,Fall,Math3650,M,Quiz3,89,90
13B18,2016,Fall,Math3650,M,Quiz7,89,90
11C23,2016,Spring,Math 2470,M,final,90,90
21A3,2016,Spring,191,F,quiz6,90,90
21A6,2016,Spring,191,F,quiz1,90,90
21B27,2016,Spring,192,F,quiz1,90,90
21B3,2016,Spring,192,F,quiz4,90,90
21C12,2016,Spring,192,F,quiz5,90,90
21C22,2016,Spring,192,F,quiz5,90,90
21C24,2016,Spring,192,F,quiz4,90,90
21C4,2016,Spring,192,M,quiz5,90,90
31A10,2016,Spring,MATH 2204,F,quiz3,90,90
31B03,2016,Spring,MATH 2204,F,test1,90,90
31B14,2016,Spring,MATH 2204,F,test1,90,90
41A04,2016,Spring,MATH1101,M,test1,90,90
13B13,2016,Fall,Math3650,M,Quiz2,90,90
13B14,2016,Fall,Math3650,M,Test2,90,90
13B15,2016,Fall,Math3650,M,Quiz2,90,90
13B16,2016,Fall,Math3650,M,Quiz2,90,90
13B16,2016,Fall,Math3650,M,Quiz5,90,90
13B18,2016,Fall,Math3650,M,Quiz5,90,90
13B20,2016,Fall,Math3650,M,Quiz5,90,90
13B21,2016,Fall,Math3650,M,Test2,90,90
13B22,2016,Fall,Math3650,M,Test2,90,90
23B13,2016,Fall,MAT192,F,Quiz3,90,90
41A25,2016,Spring,MATH1120,M,Final,91,90
41A38,2016,Spring,MATH3319,M,test2,91,90
11C11,2016,Spring,Math 2470,M,test2,92,90
13B3,2016,Fall,Math3650,F,Quiz3,92,90
11C15,2016,Spring,Math 2470,M,final,93,90
41A04,2016,Spring,MATH1101,M,Final,93,90
13B1,2016,Fall,Math3650,F,Test2,93,90
13B3,2016,Fall,Math3650,F,Quiz5,93,90
13B9,2016,Fall,Math3650,F,Quiz2,93,90
13B17,2016,Fall,Math3650,M,Quiz2,95,90
13B21,2016,Fall,Math3650,M,Quiz5,95,90
13B24,2016,Fall,Math3650,M,Test2,95,90
13B7,2016,Fall,Math3650,F,Final,95,90
21B23,2016,Spring,192,M,test3,96,90
21D9,2016,Spring,320,M,test1,96,90
13A18,2016,Fall,Math1113,M,Quiz2,97,90
13A18,2016,Fall,Math1113,M,Quiz5,97,90
13A18,2016,Fall,Math1113,M,Test2,97,90
11A4,2016,Spring,Math 1111,F,Test3,98,90
11A10,2016,Spring,Math 1111,F,Quiz1,100,90
11A11,2016,Spring,Math 1111,F,Quiz1,100,90
21A2,2016,Spring,191,F,quiz8,100,90
21A4,2016,Spring,191,M,quiz8,100,90
21A4,2016,Spring,191,M,quiz9,100,90
21B15,2016,Spring,192,M,quiz6,100,90
21B18,2016,Spring,192,M,quiz5,100,90
21B19,2016,Spring,192,F,quiz6,100,90
21B20,2016,Spring,192,F,quiz4,100,90
21B20,2016,Spring,192,F,quiz5,100,90
21C1,2016,Spring,192,M,quiz3,100,90
21C10,2016,Spring,192,F,quiz1,100,90
21C13,2016,Spring,192,F,quiz4,100,90
21C18,2016,Spring,192,M,test3,100,90
21C19,2016,Spring,192,F,quiz2,100,90
21C2,2016,Spring,192,F,quiz1,100,90
21C20,2016,Spring,192,M,quiz1,100,90
21C20,2016,Spring,192,M,quiz5,100,90
21C23,2016,Spring,192,F,quiz5,100,90
21C25,2016,Spring,192,M,quiz1,100,90
21C26,2016,Spring,192,M,quiz4,100,90
21C3,2016,Spring,192,M,quiz4,100,90
21C5,2016,Spring,192,F,quiz4,100,90
21D1,2016,Spring,320,M,quiz3,100,90
21D9,2016,Spring,320,M,quiz3,100,90
31A01,2016,Spring,MATH 2204,F,quiz2,100,90
31A09,2016,Spring,MATH 2204,F,quiz1,100,90
23A10,2016,Fall,MAT192,M,Quiz1,100,90
23B10,2016,Fall,MAT192,M,Quiz7,100,90
23B10,2016,Fall,MAT192,M,Final,100,90
23B2,2016,Fall,MAT192,M,Quiz4,100,90
23B5,2016,Fall,MAT192,M,Quiz1,100,90
23B5,2016,Fall,MAT192,M,Quiz5,100,90
23B8,2016,Fall,MAT192,M,Quiz4,100,90
41A07,2016,Spring,MATH1101,M,test1,92,90.5
23A2,2016,Fall,MAT192,M,Test3,65,91
13D3,2016,Fall,Math1111,F,Quiz6,70,91
13D3,2016,Fall,Math1111,F,Quiz7,70,91
13D3,2016,Fall,Math1111,F,Test3,70,91
13D4,2016,Fall,Math1111,F,Quiz3,70,91
13B14,2016,Fall,Math3650,M,Test1,71,91
13B24,2016,Fall,Math3650,M,Quiz1,71,91
13B26,2016,Fall,Math3650,M,Quiz4,71,91
41A30,2016,Spring,MATH1120,M,test3,75,91
13B17,2016,Fall,Math3650,M,Quiz8,75,91
11A6,2016,Spring,Math 1111,F,Quiz5,80,91
11C7,2016,Spring,Math 2470,M,test3,80,91
41A30,2016,Spring,MATH1120,M,Final,82,91
13B18,2016,Fall,Math3650,M,Quiz8,83,91
13A19,2016,Fall,Math1113,M,Quiz7,84,91
13A6,2016,Fall,Math1113,F,Quiz3,84,91
13B12,2016,Fall,Math3650,M,Quiz7,86,91
13B10,2016,Fall,Math3650,M,Quiz7,88,91
