ID,Year,Semester,course,Gender,AS,StudentsGrade,InstructorsGrade
21B27,2016,Spring,192,F,quiz3,80,70
21B8,2016,Spring,192,M,quiz6,80,70
21C3,2016,Spring,192,M,quiz1,80,70
21C4,2016,Spring,192,M,quiz4,80,70
21D6,2016,Spring,320,M,quiz4,80,70
21D8,2016,Spring,320,M,quiz4,80,70
31A14,2016,Spring,MATH 2204,M,quiz3,80,70
31B05,2016,Spring,MATH 2204,F,quiz2,80,70
31B18,2016,Spring,MATH 2204,F,test1,80,70
13B24,2016,Fall,Math3650,M,Quiz7,80,70
13A12,2016,Fall,Math1113,F,Quiz2,82,70
13A12,2016,Fall,Math1113,F,Quiz5,82,70
13A12,2016,Fall,Math1113,F,Test2,82,70
11A21,2016,Spring,Math 1111,M,final,83,70
13A12,2016,Fall,Math1113,F,Quiz3,83,70
13A23,2016,Fall,Math1113,M,Quiz3,83,70
13A3,2016,Fall,Math1113,F,Quiz8,83,70
31C03,2016,Spring,MATH 2222,M,test1,84,70
21D13,2016,Spring,320,M,final,86,70
41A13,2016,Spring,MATH1120,M,test3,87,70
21B13,2016,Spring,192,M,quiz5,90,70
21B18,2016,Spring,192,M,test3,90,70
21B6,2016,Spring,192,M,quiz6,90,70
21C12,2016,Spring,192,F,quiz6,90,70
21C3,2016,Spring,192,M,quiz2,90,70
21C9,2016,Spring,192,M,quiz1,90,70
21D4,2016,Spring,320,F,quiz6,90,70
21B19,2016,Spring,192,F,test2,92,70
21C4,2016,Spring,192,M,test3,94,70
31B16,2016,Spring,MATH 2204,F,quiz2,95,70
23A18,2016,Fall,MAT192,F,Quiz2,95,70
21C7,2016,Spring,192,M,test1,98,70
21A1,2016,Spring,191,F,quiz3,100,70
21A2,2016,Spring,191,F,quiz5,100,70
21A5,2016,Spring,191,M,quiz5,100,70
21A6,2016,Spring,191,F,quiz5,100,70
21B18,2016,Spring,192,M,quiz6,100,70
21B2,2016,Spring,192,M,quiz6,100,70
21B22,2016,Spring,192,F,quiz3,100,70
21B25,2016,Spring,192,M,quiz1,100,70
21C20,2016,Spring,192,M,quiz2,100,70
21C4,2016,Spring,192,M,quiz1,100,70
21C5,2016,Spring,192,F,quiz3,100,70
31A04,2016,Spring,MATH 2204,F,quiz1,100,70
31A15,2016,Spring,MATH 2204,M,quiz3,100,70
31A19,2016,Spring,MATH 2204,F,quiz1,100,70
31A19,2016,Spring,MATH 2204,F,quiz3,100,70
31B18,2016,Spring,MATH 2204,F,quiz2,100,70
31B22,2016,Spring,MATH 2204,M,quiz2,100,70
23A10,2016,Fall,MAT192,M,Quiz4,100,70
23A14,2016,Fall,MAT192,F,Quiz4,100,70
23A19,2016,Fall,MAT192,M,Quiz4,100,70
23A3,2016,Fall,MAT192,M,Quiz4,100,70
23B13,2016,Fall,MAT192,F,Quiz4,100,70
23B2,2016,Fall,MAT192,M,Quiz8,100,70
23B8,2016,Fall,MAT192,M,Quiz3,100,70
11A22,2016,Spring,Math 1111,M,Final,53,71
13B10,2016,Fall,Math3650,M,Quiz6,68,71
13B13,2016,Fall,Math3650,M,Test3,68,71
11C19,2016,Spring,Math 2470,M,test3,71,71
13B26,2016,Fall,Math3650,M,Quiz3,71,71
13B13,2016,Fall,Math3650,M,Test1,73,71
13B20,2016,Fall,Math3650,M,Quiz1,73,71
13B27,2016,Fall,Math3650,M,Quiz4,73,71
21D15,2016,Spring,320,M,final,74,71
13B10,2016,Fall,Math3650,M,Test1,74,71
13B19,2016,Fall,Math3650,M,Quiz1,74,71
13B25,2016,Fall,Math3650,M,Quiz4,74,71
21D11,2016,Spring,320,M,final,76,71
13C5,2016,Fall,Math1111,F,Quiz4,76,71
13C5,2016,Fall,Math1111,F,Quiz5,76,71
13C5,2016,Fall,Math1111,F,Test2,76,71
21B27,2016,Spring,192,F,test2,77,71
13A15,2016,Fall,Math1113,M,Quiz2,77,71
13A15,2016,Fall,Math1113,M,Quiz5,77,71
13A15,2016,Fall,Math1113,M,Test2,77,71
11A5,2016,Spring,Math 1111,F,Quiz2,80,71
31B13,2016,Spring,MATH 2204,M,test1,80,71
13C2,2016,Fall,Math1111,F,Quiz6,80,71
13C2,2016,Fall,Math1111,F,Quiz7,80,71
13C2,2016,Fall,Math1111,F,Test3,80,71
13D1,2016,Fall,Math1111,F,Quiz4,80,71
13D1,2016,Fall,Math1111,F,Quiz5,80,71
13D1,2016,Fall,Math1111,F,Test2,80,71
11A2,2016,Spring,Math 1111,F,final,82,71
13B11,2016,Fall,Math3650,M,Quiz7,86,71
31B15,2016,Spring,MATH 2204,M,test2,95,71
21B24,2016,Spring,192,M,test2,100,71
31A11,2016,Spring,MATH 2204,F,test1,100,71
13C3,2016,Fall,Math1111,F,Final,60,72
13C3,2016,Fall,Math1111,F,Quiz8,60,72
13A24,2016,Fall,Math1113,M,Quiz3,64,72
31B04,2016,Spring,MATH 2204,M,FINAL,70,72
13B19,2016,Fall,Math3650,M,Quiz8,72,72
11A17,2016,Spring,Math 1111,M,Quiz5,73,72
41A05,2016,Spring,MATH1101,F,test2,73,72
23A18,2016,Fall,MAT192,F,Test2,73,72
21B3,2016,Spring,192,F,test2,75,72
11A17,2016,Spring,Math 1111,M,Test2,80,72
13A13,2016,Fall,Math1113,F,Quiz3,80,72
13B11,2016,Fall,Math3650,M,Quiz3,82,72
13A2,2016,Fall,Math1113,F,Quiz1,83,72
13A2,2016,Fall,Math1113,F,Quiz4,83,72
13A2,2016,Fall,Math1113,F,Test1,83,72
13C11,2016,Fall,Math1111,M,Quiz1,84,72
13C11,2016,Fall,Math1111,M,Quiz2,84,72
13C11,2016,Fall,Math1111,M,Quiz3,84,72
13C12,2016,Fall,Math1111,M,Test1,84,72
13C4,2016,Fall,Math1111,F,Quiz1,84,72
13C4,2016,Fall,Math1111,F,Quiz2,84,72
13C4,2016,Fall,Math1111,F,Quiz3,84,72
13C4,2016,Fall,Math1111,F,Test1,84,72
21C13,2016,Spring,192,F,test3,85,72
41A17,2016,Spring,MATH1120,M,test1,85,72
23B4,2016,Fall,MAT192,F,Test3,85,72
13A19,2016,Fall,Math1113,M,Final,95,72
21C11,2016,Spring,192,M,test3,100,72
13C12,2016,Fall,Math1111,M,Quiz1,50,73
13C12,2016,Fall,Math1111,M,Quiz2,50,73
13D17,2016,Fall,Math1111,M,Quiz3,50,73
13D17,2016,Fall,Math1111,M,Test1,50,73
13C3,2016,Fall,Math1111,F,Quiz6,60,73
13C3,2016,Fall,Math1111,F,Quiz7,60,73
13C3,2016,Fall,Math1111,F,Test3,60,73
13C5,2016,Fall,Math1111,F,Quiz3,60,73
23A18,2016,Fall,MAT192,F,Test3,65,73
13B15,2016,Fall,Math3650,M,Quiz3,68,73
13A15,2016,Fall,Math1113,M,Quiz3,70,73
13A16,2016,Fall,Math1113,M,Quiz6,70,73
13A16,2016,Fall,Math1113,M,Test3,70,73
23B4,2016,Fall,MAT192,F,Final,72,73
21B5,2016,Spring,192,M,test2,73,73
13B16,2016,Fall,Math3650,M,Quiz3,75,73
23B7,2016,Fall,MAT192,M,Test2,75,73
41A14,2016,Spring,MATH1120,M,test3,76,73
13C4,2016,Fall,Math1111,F,Final,77,73
13C4,2016,Fall,Math1111,F,Quiz8,77,73
13A2,2016,Fall,Math1113,F,Quiz6,79,73
13A2,2016,Fall,Math1113,F,Test3,79,73
13A5,2016,Fall,Math1113,F,Quiz7,81,73
11A8,2016,Spring,Math 1111,F,Quiz5,83,73
21B1,2016,Spring,192,F,test3,83,73
41A35,2016,Spring,MATH1120,M,test3,85,73
11A3,2016,Spring,Math 1111,F,Final,86,73
13A20,2016,Fall,Math1113,M,Final,87,73
21C15,2016,Spring,192,F,test1,89,73
21B18,2016,Spring,192,M,test2,90,73
13C11,2016,Fall,Math1111,M,Final,40,74
13C11,2016,Fall,Math1111,M,Quiz8,40,74
13D9,2016,Fall,Math1111,F,Test1,55,74
41A21,2016,Spring,MATH1120,F,test2,65,74
41A21,2016,Spring,MATH1120,F,test3,68,74
41A19,2016,Spring,MATH1120,M,test1,73,74
21C9,2016,Spring,192,M,test2,75,74
31A12,2016,Spring,MATH 2204,F,Final,75,74
21D7,2016,Spring,320,M,final,76,74
13A16,2016,Fall,Math1113,M,Quiz3,78,74
13A4,2016,Fall,Math1113,F,Quiz8,79,74
11A1,2016,Spring,Math 1111,F,Test1,80,74
13A3,2016,Fall,Math1113,F,Quiz6,83,74
13A3,2016,Fall,Math1113,F,Test3,83,74
21C11,2016,Spring,192,M,final,88,74
21A2,2016,Spring,191,F,test2,90,74
21C20,2016,Spring,192,M,test2,90,74
21B12,2016,Spring,192,M,test1,95,74
21B16,2016,Spring,192,M,quiz6,50,75
13D10,2016,Fall,Math1111,F,Quiz4,50,75
13D10,2016,Fall,Math1111,F,Quiz5,50,75
13D10,2016,Fall,Math1111,F,Test2,50,75
13D9,2016,Fall,Math1111,F,Quiz1,50,75
13D9,2016,Fall,Math1111,F,Quiz2,50,75
23B2,2016,Fall,MAT192,M,Quiz7,50,75
23B4,2016,Fall,MAT192,F,Quiz8,50,75
21C25,2016,Spring,192,M,final,59,75
13A16,2016,Fall,Math1113,M,Quiz8,67,75
21B3,2016,Spring,192,F,quiz2,70,75
13B17,2016,Fall,Math3650,M,Quiz7,72,75
13C12,2016,Fall,Math1111,M,Final,72,75
13C12,2016,Fall,Math1111,M,Quiz8,72,75
11A4,2016,Spring,Math 1111,F,final,73,75
21B22,2016,Spring,192,F,final,74,75
11A5,2016,Spring,Math 1111,F,final,75,75
13B17,2016,Fall,Math3650,M,Quiz5,75,75
13B18,2016,Fall,Math3650,M,Test2,75,75
13B19,2016,Fall,Math3650,M,Quiz2,75,75
23B2,2016,Fall,MAT192,M,Final,75,75
13A16,2016,Fall,Math1113,M,Quiz7,76,75
21C22,2016,Spring,192,F,test3,77,75
13D1,2016,Fall,Math1111,F,Quiz1,78,75
13D1,2016,Fall,Math1111,F,Quiz2,78,75
13D10,2016,Fall,Math1111,F,Test1,78,75
13D8,2016,Fall,Math1111,F,Quiz3,78,75
21D3,2016,Spring,320,F,test2,79,75
11A20,2016,Spring,Math 1111,M,Quiz2,80,75
11A18,2016,Spring,Math 1111,M,Test1,80,75
23B7,2016,Fall,MAT192,M,Quiz6,80,75
41A06,2016,Spring,MATH1101,F,test2,81,75
21D10,2016,Spring,320,M,final,83,75
31C04,2016,Spring,MATH 2222,F,FINAL,84,75
13B19,2016,Fall,Math3650,M,Quiz3,84,75
21B27,2016,Spring,192,F,final,85,75
21C4,2016,Spring,192,M,final,85,75
21D11,2016,Spring,320,M,test3,85,75
21D10,2016,Spring,320,M,test2,89,75
21B19,2016,Spring,192,F,quiz2,90,75
41A09,2016,Spring,MATH1101,M,Final,90,75
21B29,2016,Spring,192,M,final,93,75
23A2,2016,Fall,MAT192,M,Test2,98,75
21B4,2016,Spring,192,M,quiz6,100,75
13D10,2016,Fall,Math1111,F,Quiz1,50,76
13D10,2016,Fall,Math1111,F,Quiz2,50,76
13D11,2016,Fall,Math1111,F,Test1,50,76
13D9,2016,Fall,Math1111,F,Quiz3,50,76
11A9,2016,Spring,Math 1111,F,Quiz5,70,76
21C24,2016,Spring,192,F,test3,75,76
21D8,2016,Spring,320,M,test1,76,76
11A10,2016,Spring,Math 1111,F,Quiz5,78,76
31A13,2016,Spring,MATH 2204,F,Final,80,76
31B06,2016,Spring,MATH 2204,M,test2,80,76
21C5,2016,Spring,192,F,final,81,76
13B11,2016,Fall,Math3650,M,Quiz8,81,76
11C1,2016,Spring,Math 2470,F,final,82,76
13A1,2016,Fall,Math1113,F,Quiz3,82,76
11C2,2016,Spring,Math 2470,F,final,84,76
11C11,2016,Spring,Math 2470,M,test4,84,76
41A16,2016,Spring,MATH1120,M,test3,84,76
13B6,2016,Fall,Math3650,F,Quiz6,84,76
13B9,2016,Fall,Math3650,F,Test3,84,76
21B16,2016,Spring,192,M,test3,85,76
13B23,2016,Fall,Math3650,M,Quiz7,85,76
13A2,2016,Fall,Math1113,F,Quiz3,87,76
21C10,2016,Spring,192,F,final,88,76
21B19,2016,Spring,192,F,test3,90,76
31B24,2016,Spring,MATH 2204,F,FINAL,90,76
13B16,2016,Fall,Math3650,M,Quiz1,90,76
13B20,2016,Fall,Math3650,M,Quiz4,90,76
13B20,2016,Fall,Math3650,M,Test1,90,76
21D13,2016,Spring,320,M,test3,91,76
21B10,2016,Spring,192,M,final,94,76
41A26,2016,Spring,MATH1120,M,test1,95,76
21B19,2016,Spring,192,F,final,97,76
21B28,2016,Spring,192,M,test3,100,76
21B8,2016,Spring,192,M,test3,30,77
13C4,2016,Fall,Math1111,F,Quiz6,50,77
13C4,2016,Fall,Math1111,F,Quiz7,50,77
13C4,2016,Fall,Math1111,F,Test3,50,77
23A10,2016,Fall,MAT192,M,Test3,52,77
11A11,2016,Spring,Math 1111,F,Quiz5,59,77
13A17,2016,Fall,Math1113,M,Quiz6,65,77
13A17,2016,Fall,Math1113,M,Test3,65,77
11A19,2016,Spring,Math 1111,M,Test1,70,77
11C9,2016,Spring,Math 2470,M,test3,70,77
13A16,2016,Fall,Math1113,M,Quiz1,70,77
13A16,2016,Fall,Math1113,M,Quiz4,70,77
13A16,2016,Fall,Math1113,M,Test1,70,77
11A12,2016,Spring,Math 1111,F,Quiz5,73,77
11A6,2016,Spring,Math 1111,F,final,74,77
21C25,2016,Spring,192,M,test1,75,77
13B8,2016,Fall,Math3650,F,Quiz2,75,77
13B9,2016,Fall,Math3650,F,Quiz5,75,77
13B9,2016,Fall,Math3650,F,Test2,75,77
21C15,2016,Spring,192,F,test3,76,77
21B3,2016,Spring,192,F,final,79,77
11A6,2016,Spring,Math 1111,F,Quiz2,80,77
13A6,2016,Fall,Math1113,F,Quiz7,80,77
13D10,2016,Fall,Math1111,F,Quiz3,80,77
13D11,2016,Fall,Math1111,F,Quiz1,80,77
13D11,2016,Fall,Math1111,F,Quiz2,80,77
13D12,2016,Fall,Math1111,F,Test1,80,77
13A3,2016,Fall,Math1113,F,Quiz3,82,77
23A12,2016,Fall,MAT192,F,Test3,84,77
13B27,2016,Fall,Math3650,M,Quiz8,85,77
21B29,2016,Spring,192,M,test2,87,77
21B1,2016,Spring,192,F,test1,90,77
13B11,2016,Fall,Math3650,M,Test3,90,77
13B27,2016,Fall,Math3650,M,Quiz6,90,77
21D17,2016,Spring,320,M,final,94,77
13B26,2016,Fall,Math3650,M,Quiz8,97,77
21C22,2016,Spring,192,F,test1,100,77
21C7,2016,Spring,192,M,test3,100,77
23A19,2016,Fall,MAT192,M,Test1,65,78
11C15,2016,Spring,Math 2470,M,test2,70,78
13B1,2016,Fall,Math3650,F,Final,75,78
13D1,2016,Fall,Math1111,F,Final,75,78
13D1,2016,Fall,Math1111,F,Quiz8,75,78
13D12,2016,Fall,Math1111,F,Quiz3,75,78
13D13,2016,Fall,Math1111,F,Quiz1,75,78
13D13,2016,Fall,Math1111,F,Quiz2,75,78
13D14,2016,Fall,Math1111,F,Test1,75,78
41A16,2016,Spring,MATH1120,M,Final,78,78
21B20,2016,Spring,192,F,test1,80,78
21C24,2016,Spring,192,F,test1,80,78
31B03,2016,Spring,MATH 2204,F,quiz1,80,78
13A2,2016,Fall,Math1113,F,Quiz2,85,78
13A2,2016,Fall,Math1113,F,Quiz5,85,78
13A2,2016,Fall,Math1113,F,Test2,85,78
41A23,2016,Spring,MATH1120,M,test1,86,78
13B11,2016,Fall,Math3650,M,Quiz5,87,78
13B11,2016,Fall,Math3650,M,Test2,87,78
13B14,2016,Fall,Math3650,M,Quiz2,87,78
13B15,2016,Fall,Math3650,M,Final,87,78
21C2,2016,Spring,192,F,test2,89,78
11A13,2016,Spring,Math 1111,F,Quiz5,90,78
31B19,2016,Spring,MATH 2204,F,quiz1,90,78
41A33,2016,Spring,MATH1120,F,test1,90,78
23A7,2016,Fall,MAT192,M,Test2,90,78
21B23,2016,Spring,192,M,test1,93,78
41A11,2016,Spring,MATH1101,F,test1,93,78
13D11,2016,Fall,Math1111,F,Quiz3,94,78
13D12,2016,Fall,Math1111,F,Quiz1,94,78
13D12,2016,Fall,Math1111,F,Quiz2,94,78
13D13,2016,Fall,Math1111,F,Test1,94,78
21B1,2016,Spring,192,F,final,95,78
13A5,2016,Fall,Math1113,F,Quiz8,96,78
31A10,2016,Spring,MATH 2204,F,quiz2,100,78
31A16,2016,Spring,MATH 2204,M,quiz2,100,78
31B01,2016,Spring,MATH 2204,M,quiz1,100,78
31B06,2016,Spring,MATH 2204,M,quiz1,100,78
41A01,2016,Spring,MATH1101,M,test2,100,78
13D11,2016,Fall,Math1111,F,Final,66,79
13D11,2016,Fall,Math1111,F,Quiz8,66,79
41A03,2016,Spring,MATH1101,F,test1,70,79
23B14,2016,Fall,MAT192,M,Test3,70,79
13B13,2016,Fall,Math3650,M,Quiz3,73,79
13B4,2016,Fall,Math3650,F,Quiz7,73,79
13A4,2016,Fall,Math1113,F,Quiz6,74,79
13A4,2016,Fall,Math1113,F,Test3,74,79
13A17,2016,Fall,Math1113,M,Quiz1,75,79
13A17,2016,Fall,Math1113,M,Quiz4,75,79
13A17,2016,Fall,Math1113,M,Test1,75,79
13A6,2016,Fall,Math1113,F,Quiz8,78,79
11A7,2016,Spring,Math 1111,F,Test1,80,79
31A03,2016,Spring,MATH 2204,M,test1,80,79
13D13,2016,Fall,Math1111,F,Quiz3,80,79
13D14,2016,Fall,Math1111,F,Quiz1,80,79
13D14,2016,Fall,Math1111,F,Quiz2,80,79
13D14,2016,Fall,Math1111,F,Quiz3,80,79
13D15,2016,Fall,Math1111,F,Quiz1,80,79
13D15,2016,Fall,Math1111,F,Quiz2,80,79
13D15,2016,Fall,Math1111,F,Test1,80,79
13D16,2016,Fall,Math1111,F,Test1,80,79
23B11,2016,Fall,MAT192,F,Test3,80,79
21C2,2016,Spring,192,F,test3,83,79
21B22,2016,Spring,192,F,test2,85,79
31A08,2016,Spring,MATH 2204,F,test1,85,79
41A14,2016,Spring,MATH1120,M,Final,87,79
21B10,2016,Spring,192,M,test2,89,79
21C16,2016,Spring,192,F,test1,89,79
13B15,2016,Fall,Math3650,M,Quiz7,89,79
13D1,2016,Fall,Math1111,F,Test1,90,79
13D15,2016,Fall,Math1111,F,Quiz3,90,79
13D16,2016,Fall,Math1111,F,Quiz1,90,79
13D16,2016,Fall,Math1111,F,Quiz2,90,79
23B8,2016,Fall,MAT192,M,Test3,90,79
21A4,2016,Spring,191,M,final,93,79
21C16,2016,Spring,192,F,test3,93,79
41A02,2016,Spring,MATH1101,M,test1,94,79
23B17,2016,Fall,MAT192,F,Test3,95,79
41A01,2016,Spring,MATH1101,M,Final,100,79
11A8,2016,Spring,Math 1111,F,test1,30,80
21A3,2016,Spring,191,F,quiz3,30,80
23B16,2016,Fall,MAT192,F,Quiz4,40,80
11A7,2016,Spring,Math 1111,F,Quiz2,50,80
11A9,2016,Spring,Math 1111,F,test1,50,80
21B13,2016,Spring,192,M,quiz1,50,80
21C21,2016,Spring,192,M,quiz6,50,80
21C24,2016,Spring,192,F,quiz6,50,80
23A15,2016,Fall,MAT192,F,Quiz2,50,80
23A18,2016,Fall,MAT192,F,Quiz6,50,80
23A20,2016,Fall,MAT192,M,Quiz7,50,80
23B17,2016,Fall,MAT192,F,Quiz1,50,80
23B5,2016,Fall,MAT192,M,Quiz6,50,80
23B7,2016,Fall,MAT192,M,Quiz3,50,80
23A15,2016,Fall,MAT192,F,Test2,55,80
21B14,2016,Spring,192,F,test3,60,80
13D17,2016,Fall,Math1111,M,Quiz6,60,80
13D17,2016,Fall,Math1111,M,Quiz7,60,80
13D17,2016,Fall,Math1111,M,Test3,60,80
23B16,2016,Fall,MAT192,F,Quiz2,60,80
13A18,2016,Fall,Math1113,M,Quiz1,65,80
13A18,2016,Fall,Math1113,M,Quiz4,65,80
13A18,2016,Fall,Math1113,M,Test1,65,80
11A8,2016,Spring,Math 1111,F,Quiz2,70,80
11A21,2016,Spring,Math 1111,M,Quiz2,70,80
11A20,2016,Spring,Math 1111,M,test1,70,80
21B24,2016,Spring,192,M,quiz6,70,80
21C1,2016,Spring,192,M,quiz6,70,80
21D10,2016,Spring,320,M,quiz3,70,80
21D15,2016,Spring,320,M,quiz6,70,80
31B07,2016,Spring,MATH 2204,M,FINAL,70,80
31B25,2016,Spring,MATH 2204,F,quiz2,70,80
31C02,2016,Spring,MATH 2222,M,quiz1,70,80
13A16,2016,Fall,Math1113,M,Quiz2,70,80
13A16,2016,Fall,Math1113,M,Quiz5,70,80
13A16,2016,Fall,Math1113,M,Test2,70,80
13B5,2016,Fall,Math3650,F,Quiz6,70,80
13B8,2016,Fall,Math3650,F,Test3,70,80
13C11,2016,Fall,Math1111,M,Quiz6,70,80
13C11,2016,Fall,Math1111,M,Quiz7,70,80
13C11,2016,Fall,Math1111,M,Test3,70,80
23A2,2016,Fall,MAT192,M,Quiz5,70,80
23B14,2016,Fall,MAT192,M,Quiz2,70,80
23B14,2016,Fall,MAT192,M,Quiz8,70,80
23B17,2016,Fall,MAT192,F,Quiz2,70,80
11A15,2016,Spring,Math 1111,M,Final,74,80
11A16,2016,Spring,Math 1111,M,final,74,80
11C12,2016,Spring,Math 2470,M,test3,75,80
31B16,2016,Spring,MATH 2204,F,test1,75,80
13B6,2016,Fall,Math3650,F,Quiz3,75,80
11C18,2016,Spring,Math 2470,M,final,78,80
11A14,2016,Spring,Math 1111,F,Quiz5,78,80
13A17,2016,Fall,Math1113,M,Quiz3,78,80
11A17,2016,Spring,Math 1111,M,final,79,80
11A9,2016,Spring,Math 1111,F,Quiz2,80,80
11A10,2016,Spring,Math 1111,F,Quiz2,80,80
11A16,2016,Spring,Math 1111,M,Quiz2,80,80
11A2,2016,Spring,Math 1111,F,Quiz5,80,80
11A10,2016,Spring,Math 1111,F,test1,80,80
11A11,2016,Spring,Math 1111,F,test1,80,80
11A15,2016,Spring,Math 1111,M,Test3,80,80
21B13,2016,Spring,192,M,quiz3,80,80
21B21,2016,Spring,192,M,quiz6,80,80
21B24,2016,Spring,192,M,quiz4,80,80
21C13,2016,Spring,192,F,quiz6,80,80
21C22,2016,Spring,192,F,quiz6,80,80
21C26,2016,Spring,192,M,quiz2,80,80
21D13,2016,Spring,320,M,test1,80,80
31C04,2016,Spring,MATH 2222,F,quiz1,80,80
41A36,2016,Spring,MATH3313,M,test1,80,80
13A3,2016,Fall,Math1113,F,Quiz2,80,80
13A3,2016,Fall,Math1113,F,Quiz5,80,80
13A3,2016,Fall,Math1113,F,Test2,80,80
13A6,2016,Fall,Math1113,F,Final,80,80
13C5,2016,Fall,Math1111,F,Quiz6,80,80
13C5,2016,Fall,Math1111,F,Quiz7,80,80
13C5,2016,Fall,Math1111,F,Test3,80,80
13D11,2016,Fall,Math1111,F,Quiz4,80,80
13D11,2016,Fall,Math1111,F,Quiz5,80,80
13D11,2016,Fall,Math1111,F,Test2,80,80
23A14,2016,Fall,MAT192,F,Test1,80,80
23A2,2016,Fall,MAT192,M,Quiz6,80,80
23B11,2016,Fall,MAT192,F,Quiz1,80,80
23B13,2016,Fall,MAT192,F,Quiz2,80,80
23B13,2016,Fall,MAT192,F,Quiz5,80,80
23B6,2016,Fall,MAT192,M,Quiz6,80,80
11A7,2016,Spring,Math 1111,F,Test3,81,80
23A2,2016,Fall,MAT192,M,Final,81,80
21D3,2016,Spring,320,F,test1,82,80
11A15,2016,Spring,Math 1111,M,Quiz5,84,80
11A1,2016,Spring,Math 1111,F,Quiz2,85,80
21B13,2016,Spring,192,M,test3,85,80
41A17,2016,Spring,MATH1120,M,test2,85,80
13B6,2016,Fall,Math3650,F,Quiz2,85,80
13B6,2016,Fall,Math3650,F,Test2,85,80
13B7,2016,Fall,Math3650,F,Quiz5,85,80
13D12,2016,Fall,Math1111,F,Quiz4,85,80
13D12,2016,Fall,Math1111,F,Quiz5,85,80
13D12,2016,Fall,Math1111,F,Test2,85,80
13A4,2016,Fall,Math1113,F,Final,86,80
23A14,2016,Fall,MAT192,F,Final,86,80
11A3,2016,Spring,Math 1111,F,Quiz5,87,80
13B19,2016,Fall,Math3650,M,Quiz5,88,80
13B19,2016,Fall,Math3650,M,Test2,88,80
13B20,2016,Fall,Math3650,M,Quiz2,88,80
11C16,2016,Spring,Math 2470,M,test4,89,80
11A15,2016,Spring,Math 1111,M,test1,90,80
21A4,2016,Spring,191,M,quiz1,90,80
21A4,2016,Spring,191,M,quiz2,90,80
21C12,2016,Spring,192,F,test3,90,80
21C23,2016,Spring,192,F,test2,90,80
21C8,2016,Spring,192,F,quiz2,90,80
31A04,2016,Spring,MATH 2204,F,quiz3,90,80
31A12,2016,Spring,MATH 2204,F,quiz1,90,80
31B09,2016,Spring,MATH 2204,F,quiz2,90,80
11A8,2016,Spring,Math 1111,F,Test3,91,80
13A17,2016,Fall,Math1113,M,Quiz7,91,80
21B5,2016,Spring,192,M,test1,92,80
21C17,2016,Spring,192,M,test2,92,80
13D17,2016,Fall,Math1111,M,Quiz1,93,80
13D17,2016,Fall,Math1111,M,Quiz2,93,80
13D19,2016,Fall,Math1111,M,Quiz4,93,80
13D19,2016,Fall,Math1111,M,Quiz5,93,80
13D19,2016,Fall,Math1111,M,Test2,93,80
31A01,2016,Spring,MATH 2204,F,Final,94,80
21C1,2016,Spring,192,M,test3,95,80
21C25,2016,Spring,192,M,quiz5,95,80
21D6,2016,Spring,320,M,quiz1,95,80
21A4,2016,Spring,191,M,test2,96,80
11A2,2016,Spring,Math 1111,F,test1,100,80
11A3,2016,Spring,Math 1111,F,test1,100,80
11A4,2016,Spring,Math 1111,F,test1,100,80
11A16,2016,Spring,Math 1111,M,test1,100,80
11A17,2016,Spring,Math 1111,M,test1,100,80
21A1,2016,Spring,191,F,quiz7,100,80
21A3,2016,Spring,191,F,quiz9,100,80
21A5,2016,Spring,191,M,quiz1,100,80
21A5,2016,Spring,191,M,quiz2,100,80
21A6,2016,Spring,191,F,quiz7,100,80
21B12,2016,Spring,192,M,quiz1,100,80
21B2,2016,Spring,192,M,quiz4,100,80
21B23,2016,Spring,192,M,quiz2,100,80
21B24,2016,Spring,192,M,quiz1,100,80
21B29,2016,Spring,192,M,quiz3,100,80
21C11,2016,Spring,192,M,test1,100,80
21C14,2016,Spring,192,F,quiz2,100,80
21C14,2016,Spring,192,F,quiz3,100,80
21C15,2016,Spring,192,F,quiz3,100,80
21C16,2016,Spring,192,F,quiz1,100,80
21C23,2016,Spring,192,F,quiz6,100,80
21C6,2016,Spring,192,F,quiz2,100,80
21C6,2016,Spring,192,F,quiz5,100,80
31A11,2016,Spring,MATH 2204,F,quiz1,100,80
31A13,2016,Spring,MATH 2204,F,quiz1,100,80
31A15,2016,Spring,MATH 2204,M,quiz1,100,80
31A18,2016,Spring,MATH 2204,F,quiz1,100,80
31A18,2016,Spring,MATH 2204,F,quiz3,100,80
31B03,2016,Spring,MATH 2204,F,quiz2,100,80
31B07,2016,Spring,MATH 2204,M,quiz2,100,80
31B23,2016,Spring,MATH 2204,F,quiz2,100,80
31C03,2016,Spring,MATH 2222,M,quiz1,100,80
23A3,2016,Fall,MAT192,M,Quiz8,100,80
23B10,2016,Fall,MAT192,M,Quiz6,100,80
23B6,2016,Fall,MAT192,M,Quiz4,100,80
23B8,2016,Fall,MAT192,M,Quiz7,100,80
11C3,2016,Spring,Math 2470,F,test2,85,80.5
23B16,2016,Fall,MAT192,F,Test3,67,81
41A11,2016,Spring,MATH1101,F,Final,71,81
13A17,2016,Fall,Math1113,M,Quiz8,78,81
11A5,2016,Spring,Math 1111,F,Test1,80,81
13D10,2016,Fall,Math1111,F,Quiz6,80,81
13D10,2016,Fall,Math1111,F,Quiz7,80,81
13D10,2016,Fall,Math1111,F,Test3,80,81
13A4,2016,Fall,Math1113,F,Quiz3,81,81
